CPUPAXFE Index_ratio_annual,Date
1035.9810615024721,1993-03-28
1035.9777585333347,1993-03-29
1035.9744562205194,1993-03-30
1035.971154563832,1993-03-31
1035.958149165885,1993-04-01
1035.945146450775,1993-04-02
1035.9321464176714,1993-04-03
1035.9191490657445,1993-04-04
1035.9061543941648,1993-04-05
1035.893162402104,1993-04-06
1035.8801730887321,1993-04-07
1035.867186453222,1993-04-08
1035.854202494745,1993-04-09
1035.841221212474,1993-04-10
1035.8282426055812,1993-04-11
1035.8152666732392,1993-04-12
1035.8022934146222,1993-04-13
1035.789322828904,1993-04-14
1035.7763549152571,1993-04-15
1035.7633896728578,1993-04-16
1035.7504271008797,1993-04-17
1035.737467198498,1993-04-18
1035.7245099648885,1993-04-19
1035.7115553992264,1993-04-20
1035.6986035006885,1993-04-21
1035.68565426845,1993-04-22
1035.6727077016885,1993-04-23
1035.6597637995817,1993-04-24
1035.6468225613057,1993-04-25
1035.633883986039,1993-04-26
1035.6209480729597,1993-04-27
1035.6080148212461,1993-04-28
1035.5950842300767,1993-04-29
1035.5821562986312,1993-04-30
1035.5730501867445,1993-05-01
1035.5639459475306,1993-05-02
1035.5548435804112,1993-05-03
1035.545743084809,1993-05-04
1035.5366444601468,1993-05-05
1035.5275477058483,1993-05-06
1035.5184528213363,1993-05-07
1035.5093598060341,1993-05-08
1035.5002686593662,1993-05-09
1035.4911793807566,1993-05-10
1035.482091969629,1993-05-11
1035.4730064254081,1993-05-12
1035.4639227475193,1993-05-13
1035.454840935387,1993-05-14
1035.4457609884364,1993-05-15
1035.4366829060928,1993-05-16
1035.4276066877826,1993-05-17
1035.4185323329316,1993-05-18
1035.4094598409652,1993-05-19
1035.4003892113105,1993-05-20
1035.3913204433943,1993-05-21
1035.3822535366426,1993-05-22
1035.3731884904835,1993-05-23
1035.3641253043434,1993-05-24
1035.3550639776506,1993-05-25
1035.346004509833,1993-05-26
1035.3369469003178,1993-05-27
1035.3278911485343,1993-05-28
1035.3188372539103,1993-05-29
1035.309785215875,1993-05-30
1035.300735033857,1993-05-31
1035.2878178966466,1993-06-01
1035.2749034564315,1993-06-02
1035.2619917123673,1993-06-03
1035.2490826636097,1993-06-04
1035.2361763093147,1993-06-05
1035.223272648639,1993-06-06
1035.2103716807396,1993-06-07
1035.197473404774,1993-06-08
1035.1845778198983,1993-06-09
1035.1716849252716,1993-06-10
1035.1587947200521,1993-06-11
1035.145907203398,1993-06-12
1035.1330223744685,1993-06-13
1035.1201402324225,1993-06-14
1035.1072607764197,1993-06-15
1035.0943840056207,1993-06-16
1035.0815099191852,1993-06-17
1035.0686385162742,1993-06-18
1035.0557697960485,1993-06-19
1035.04290375767,1993-06-20
1035.0300404002999,1993-06-21
1035.0171797231005,1993-06-22
1035.0043217252341,1993-06-23
1034.9914664058638,1993-06-24
1034.9786137641527,1993-06-25
1034.9657637992639,1993-06-26
1034.9529165103613,1993-06-27
1034.9400718966094,1993-06-28
1034.9272299571726,1993-06-29
1034.9143906912159,1993-06-30
1034.9054709674188,1993-07-01
1034.8965530326773,1993-07-02
1034.8876368864526,1993-07-03
1034.8787225282072,1993-07-04
1034.8698099574033,1993-07-05
1034.8608991735034,1993-07-06
1034.8519901759698,1993-07-07
1034.8430829642657,1993-07-08
1034.834177537854,1993-07-09
1034.8252738961985,1993-07-10
1034.8163720387618,1993-07-11
1034.8074719650085,1993-07-12
1034.7985736744022,1993-07-13
1034.7896771664073,1993-07-14
1034.7807824404877,1993-07-15
1034.7718894961083,1993-07-16
1034.762998332734,1993-07-17
1034.7541089498297,1993-07-18
1034.7452213468607,1993-07-19
1034.7363355232926,1993-07-20
1034.7274514785902,1993-07-21
1034.7185692122207,1993-07-22
1034.7096887236494,1993-07-23
1034.7008100123428,1993-07-24
1034.6919330777673,1993-07-25
1034.68305791939,1993-07-26
1034.6741845366773,1993-07-27
1034.6653129290967,1993-07-28
1034.6564430961155,1993-07-29
1034.6475750372012,1993-07-30
1034.6387087518222,1993-07-31
1034.6241691679877,1993-08-01
1034.6096324913624,1993-08-02
1034.595098721075,1993-08-03
1034.5805678562524,1993-08-04
1034.5660398960251,1993-08-05
1034.5515148395216,1993-08-06
1034.5369926858714,1993-08-07
1034.5224734342041,1993-08-08
1034.5079570836504,1993-08-09
1034.4934436333406,1993-08-10
1034.478933082406,1993-08-11
1034.4644254299776,1993-08-12
1034.4499206751866,1993-08-13
1034.4354188171658,1993-08-14
1034.420919855047,1993-08-15
1034.4064237879627,1993-08-16
1034.3919306150465,1993-08-17
1034.377440335431,1993-08-18
1034.3629529482505,1993-08-19
1034.3484684526386,1993-08-20
1034.3339868477303,1993-08-21
1034.3195081326596,1993-08-22
1034.305032306562,1993-08-23
1034.2905593685728,1993-08-24
1034.2760893178277,1993-08-25
1034.2616221534633,1993-08-26
1034.2471578746151,1993-08-27
1034.2326964804208,1993-08-28
1034.218237970017,1993-08-29
1034.203782342542,1993-08-30
1034.1893295971324,1993-08-31
1034.1844863727329,1993-09-01
1034.1796440591156,1993-09-02
1034.1748026560222,1993-09-03
1034.1699621631963,1993-09-04
1034.1651225803807,1993-09-05
1034.1602839073194,1993-09-06
1034.155446143756,1993-09-07
1034.1506092894338,1993-09-08
1034.1457733440961,1993-09-09
1034.1409383074879,1993-09-10
1034.1361041793516,1993-09-11
1034.1312709594322,1993-09-12
1034.1264386474736,1993-09-13
1034.1216072432198,1993-09-14
1034.1167767464146,1993-09-15
1034.1119471568036,1993-09-16
1034.10711847413,1993-09-17
1034.1022906981389,1993-09-18
1034.0974638285757,1993-09-19
1034.0926378651834,1993-09-20
1034.0878128077084,1993-09-21
1034.082988655895,1993-09-22
1034.0781654094883,1993-09-23
1034.0733430682333,1993-09-24
1034.0685216318755,1993-09-25
1034.0637011001597,1993-09-26
1034.0588814728324,1993-09-27
1034.054062749638,1993-09-28
1034.0492449303226,1993-09-29
1034.0444280146319,1993-09-30
1034.043549226479,1993-10-01
1034.0426705932339,1993-10-02
1034.0417921148553,1993-10-03
1034.0409137913025,1993-10-04
1034.040035622535,1993-10-05
1034.0391576085112,1993-10-06
1034.0382797491907,1993-10-07
1034.037402044532,1993-10-08
1034.0365244944946,1993-10-09
1034.0356470990382,1993-10-10
1034.034769858121,1993-10-11
1034.033892771703,1993-10-12
1034.0330158397426,1993-10-13
1034.0321390621996,1993-10-14
1034.0312624390326,1993-10-15
1034.0303859702021,1993-10-16
1034.0295096556656,1993-10-17
1034.028633495384,1993-10-18
1034.027757489315,1993-10-19
1034.0268816374194,1993-10-20
1034.0260059396555,1993-10-21
1034.025130395983,1993-10-22
1034.024255006361,1993-10-23
1034.023379770749,1993-10-24
1034.0225046891069,1993-10-25
1034.0216297613933,1993-10-26
1034.0207549875677,1993-10-27
1034.0198803675896,1993-10-28
1034.0190059014185,1993-10-29
1034.0181315890138,1993-10-30
1034.0172574303351,1993-10-31
1034.0048969027393,1993-11-01
1033.9925387329422,1993-11-02
1033.980182920269,1993-11-03
1033.9678294640457,1993-11-04
1033.9554783635979,1993-11-05
1033.9431296182515,1993-11-06
1033.9307832273334,1993-11-07
1033.9184391901708,1993-11-08
1033.9060975060897,1993-11-09
1033.8937581744178,1993-11-10
1033.8814211944825,1993-11-11
1033.869086565612,1993-11-12
1033.8567542871335,1993-11-13
1033.8444243583758,1993-11-14
1033.832096778667,1993-11-15
1033.8197715473364,1993-11-16
1033.8074486637129,1993-11-17
1033.7951281271253,1993-11-18
1033.7828099369035,1993-11-19
1033.7704940923775,1993-11-20
1033.758180592877,1993-11-21
1033.7458694377324,1993-11-22
1033.7335606262743,1993-11-23
1033.721254157833,1993-11-24
1033.7089500317409,1993-11-25
1033.6966482473279,1993-11-26
1033.6843488039258,1993-11-27
1033.672051700867,1993-11-28
1033.6597569374835,1993-11-29
1033.6474645131073,1993-11-30
1033.638972195641,1993-12-01
1033.6304814618147,1993-12-02
1033.6219923111857,1993-12-03
1033.613504743311,1993-12-04
1033.605018757748,1993-12-05
1033.5965343540547,1993-12-06
1033.588051531788,1993-12-07
1033.5795702905066,1993-12-08
1033.5710906297682,1993-12-09
1033.5626125491306,1993-12-10
1033.5541360481534,1993-12-11
1033.545661126394,1993-12-12
1033.5371877834114,1993-12-13
1033.5287160187647,1993-12-14
1033.5202458320127,1993-12-15
1033.511777222715,1993-12-16
1033.5033101904305,1993-12-17
1033.494844734719,1993-12-18
1033.48638085514,1993-12-19
1033.4779185512539,1993-12-20
1033.4694578226201,1993-12-21
1033.4609986687988,1993-12-22
1033.4525410893507,1993-12-23
1033.4440850838364,1993-12-24
1033.4356306518162,1993-12-25
1033.4271777928511,1993-12-26
1033.4187265065023,1993-12-27
1033.4102767923312,1993-12-28
1033.401828649898,1993-12-29
1033.3933820787654,1993-12-30
1033.3849370784942,1993-12-31
1033.3784153086199,1994-01-01
1033.3718947271655,1994-01-02
1033.365375333806,1994-01-03
1033.358857128217,1994-01-04
1033.3523401100742,1994-01-05
1033.3458242790523,1994-01-06
1033.339309634828,1994-01-07
1033.3327961770763,1994-01-08
1033.326283905474,1994-01-09
1033.3197728196958,1994-01-10
1033.3132629194185,1994-01-11
1033.3067542043188,1994-01-12
1033.300246674073,1994-01-13
1033.2937403283568,1994-01-14
1033.2872351668475,1994-01-15
1033.2807311892213,1994-01-16
1033.2742283951557,1994-01-17
1033.2677267843274,1994-01-18
1033.261226356413,1994-01-19
1033.2547271110905,1994-01-20
1033.2482290480366,1994-01-21
1033.2417321669288,1994-01-22
1033.2352364674448,1994-01-23
1033.2287419492627,1994-01-24
1033.2222486120595,1994-01-25
1033.2157564555134,1994-01-26
1033.2092654793025,1994-01-27
1033.2027756831048,1994-01-28
1033.1962870665993,1994-01-29
1033.1897996294629,1994-01-30
1033.183313371375,1994-01-31
1033.1693341220848,1994-02-01
1033.1553574647985,1994-02-02
1033.1413833987958,1994-02-03
1033.1274119233562,1994-02-04
1033.1134430377585,1994-02-05
1033.099476741284,1994-02-06
1033.085513033212,1994-02-07
1033.071551912823,1994-02-08
1033.057593379398,1994-02-09
1033.0436374322185,1994-02-10
1033.0296840705648,1994-02-11
1033.0157332937194,1994-02-12
1033.0017851009636,1994-02-13
1032.9878394915795,1994-02-14
1032.9738964648498,1994-02-15
1032.9599560200566,1994-02-16
1032.9460181564834,1994-02-17
1032.9320828734128,1994-02-18
1032.9181501701285,1994-02-19
1032.9042200459141,1994-02-20
1032.890292500054,1994-02-21
1032.8763675318316,1994-02-22
1032.862445140532,1994-02-23
1032.8485253254396,1994-02-24
1032.8346080858394,1994-02-25
1032.8206934210173,1994-02-26
1032.8067813302584,1994-02-27
1032.792871812848,1994-02-28
1032.7211561821364,1994-03-01
1032.6994576051181,1994-03-02
1032.6777632123,1994-03-03
1032.6560730024714,1994-03-04
1032.6343869744235,1994-03-05
1032.6127051269457,1994-03-06
1032.5910274588302,1994-03-07
1032.5693539688689,1994-03-08
1032.5476846558536,1994-03-09
1032.5260195185765,1994-03-10
1032.5043585558312,1994-03-11
1032.4827017664115,1994-03-12
1032.4610491491107,1994-03-13
1032.4394007027242,1994-03-14
1032.417756426046,1994-03-15
1032.3961163178726,1994-03-16
1032.3744803769985,1994-03-17
1032.3528486022215,1994-03-18
1032.3312209923376,1994-03-19
1032.3095975461442,1994-03-20
1032.2879782624389,1994-03-21
1032.2663631400203,1994-03-22
1032.2447521776865,1994-03-23
1032.2231453742374,1994-03-24
1032.2015427284718,1994-03-25
1032.1799442391907,1994-03-26
1032.1583499051933,1994-03-27
1032.1367597252822,1994-03-28
1032.1151736982572,1994-03-29
1032.0935918229216,1994-03-30
1032.0720140980761,1994-03-31
1032.0617123247143,1994-04-01
1032.0514124178887,1994-04-02
1032.0411143770914,1994-04-03
1032.0308182018157,1994-04-04
1032.020523891555,1994-04-05
1032.0102314458018,1994-04-06
1031.9999408640501,1994-04-07
1031.989652145794,1994-04-08
1031.9793652905266,1994-04-09
1031.9690802977427,1994-04-10
1031.9587971669357,1994-04-11
1031.948515897601,1994-04-12
1031.9382364892322,1994-04-13
1031.9279589413243,1994-04-14
1031.917683253373,1994-04-15
1031.9074094248726,1994-04-16
1031.897137455319,1994-04-17
1031.886867344207,1994-04-18
1031.8765990910333,1994-04-19
1031.866332695293,1994-04-20
1031.8560681564825,1994-04-21
1031.8458054740975,1994-04-22
1031.8355446476353,1994-04-23
1031.825285676592,1994-04-24
1031.8150285604643,1994-04-25
1031.8047732987493,1994-04-26
1031.7945198909438,1994-04-27
1031.784268336546,1994-04-28
1031.7740186350525,1994-04-29
1031.7637707859617,1994-04-30
1031.74234377766,1994-05-01
1031.7209207991077,1994-05-02
1031.6995018491684,1994-05-03
1031.6780869267059,1994-05-04
1031.6566760305839,1994-05-05
1031.6352691596674,1994-05-06
1031.6138663128213,1994-05-07
1031.5924674889113,1994-05-08
1031.5710726868028,1994-05-09
1031.5496819053621,1994-05-10
1031.5282951434563,1994-05-11
1031.5069123999524,1994-05-12
1031.4855336737178,1994-05-13
1031.4641589636205,1994-05-14
1031.442788268529,1994-05-15
1031.4214215873124,1994-05-16
1031.4000589188395,1994-05-17
1031.3787002619802,1994-05-18
1031.3573456156048,1994-05-19
1031.3359949785836,1994-05-20
1031.3146483497878,1994-05-21
1031.2933057280882,1994-05-22
1031.2719671123577,1994-05-23
1031.2506325014679,1994-05-24
1031.2293018942908,1994-05-25
1031.2079752897005,1994-05-26
1031.1866526865701,1994-05-27
1031.1653340837736,1994-05-28
1031.1440194801853,1994-05-29
1031.12270887468,1994-05-30
1031.1014022661327,1994-05-31
1031.0819954254953,1994-06-01
1031.0625921527246,1994-06-02
1031.0431924468367,1994-06-03
1031.0237963068487,1994-06-04
1031.0044037317768,1994-06-05
1030.9850147206387,1994-06-06
1030.9656292724521,1994-06-07
1030.9462473862347,1994-06-08
1030.926869061005,1994-06-09
1030.9074942957816,1994-06-10
1030.8881230895838,1994-06-11
1030.868755441431,1994-06-12
1030.8493913503428,1994-06-13
1030.8300308153393,1994-06-14
1030.8106738354413,1994-06-15
1030.7913204096694,1994-06-16
1030.7719705370453,1994-06-17
1030.7526242165902,1994-06-18
1030.733281447326,1994-06-19
1030.7139422282748,1994-06-20
1030.69460655846,1994-06-21
1030.6752744369044,1994-06-22
1030.6559458626311,1994-06-23
1030.6366208346637,1994-06-24
1030.6172993520267,1994-06-25
1030.5979814137443,1994-06-26
1030.5786670188415,1994-06-27
1030.5593561663436,1994-06-28
1030.5400488552752,1994-06-29
1030.520745084664,1994-06-30
1030.5051119944847,1994-07-01
1030.4894817704799,1994-07-02
1030.4738544118616,1994-07-03
1030.458229917842,1994-07-04
1030.442608287633,1994-07-05
1030.4269895204477,1994-07-06
1030.4113736154989,1994-07-07
1030.3957605720002,1994-07-08
1030.3801503891648,1994-07-09
1030.364543066207,1994-07-10
1030.3489386023407,1994-07-11
1030.33333699678,1994-07-12
1030.31773824874,1994-07-13
1030.3021423574355,1994-07-14
1030.2865493220825,1994-07-15
1030.2709591418957,1994-07-16
1030.2553718160916,1994-07-17
1030.2397873438856,1994-07-18
1030.224205724495,1994-07-19
1030.2086269571362,1994-07-20
1030.1930510410264,1994-07-21
1030.1774779753823,1994-07-22
1030.1619077594223,1994-07-23
1030.1463403923638,1994-07-24
1030.1307758734247,1994-07-25
1030.1152142018243,1994-07-26
1030.099655376781,1994-07-27
1030.0840993975132,1994-07-28
1030.0685462632412,1994-07-29
1030.0529959731841,1994-07-30
1030.0374485265615,1994-07-31
1030.0293821341268,1994-08-01
1030.0213171279288,1994-08-02
1030.0132535076093,1994-08-03
1030.005191272813,1994-08-04
1029.9971304231806,1994-08-05
1029.9890709583565,1994-08-06
1029.9810128779836,1994-08-07
1029.9729561817055,1994-08-08
1029.9649008691654,1994-08-09
1029.9568469400065,1994-08-10
1029.9487943938725,1994-08-11
1029.9407432304076,1994-08-12
1029.9326934492556,1994-08-13
1029.9246450500605,1994-08-14
1029.9165980324665,1994-08-15
1029.9085523961176,1994-08-16
1029.9005081406583,1994-08-17
1029.8924652657336,1994-08-18
1029.8844237709877,1994-08-19
1029.8763836560652,1994-08-20
1029.868344920611,1994-08-21
1029.8603075642714,1994-08-22
1029.852271586689,1994-08-23
1029.8442369875117,1994-08-24
1029.8362037663835,1994-08-25
1029.8281719229492,1994-08-26
1029.8201414568564,1994-08-27
1029.8121123677493,1994-08-28
1029.8040846552744,1994-08-29
1029.7960583190772,1994-08-30
1029.7880333588046,1994-08-31
1029.774430605956,1994-09-01
1029.7608302837693,1994-09-02
1029.747232391593,1994-09-03
1029.733636928776,1994-09-04
1029.7200438946675,1994-09-05
1029.7064532886166,1994-09-06
1029.6928651099724,1994-09-07
1029.6792793580853,1994-09-08
1029.6656960323044,1994-09-09
1029.6521151319807,1994-09-10
1029.6385366564643,1994-09-11
1029.6249606051058,1994-09-12
1029.611386977256,1994-09-13
1029.5978157722661,1994-09-14
1029.5842469894878,1994-09-15
1029.5706806282722,1994-09-16
1029.5571166879715,1994-09-17
1029.5435551679377,1994-09-18
1029.5299960675225,1994-09-19
1029.5164393860787,1994-09-20
1029.5028851229592,1994-09-21
1029.489333277517,1994-09-22
1029.4757838491053,1994-09-23
1029.4622368370774,1994-09-24
1029.4486922407866,1994-09-25
1029.4351500595876,1994-09-26
1029.4216102928335,1994-09-27
1029.4080729398797,1994-09-28
1029.3945380000805,1994-09-29
1029.3810054727899,1994-09-30
1029.3748033586794,1994-10-01
1029.3686023273026,1994-10-02
1029.3624023783764,1994-10-03
1029.3562035116174,1994-10-04
1029.3500057267418,1994-10-05
1029.343809023467,1994-10-06
1029.3376134015093,1994-10-07
1029.331418860586,1994-10-08
1029.3252254004144,1994-10-09
1029.319033020711,1994-10-10
1029.3128417211938,1994-10-11
1029.30665150158,1994-10-12
1029.300462361587,1994-10-13
1029.2942743009326,1994-10-14
1029.2880873193337,1994-10-15
1029.281901416509,1994-10-16
1029.275716592176,1994-10-17
1029.2695328460527,1994-10-18
1029.2633501778573,1994-10-19
1029.2571685873077,1994-10-20
1029.2509880741225,1994-10-21
1029.2448086380198,1994-10-22
1029.2386302787183,1994-10-23
1029.2324529959362,1994-10-24
1029.2262767893928,1994-10-25
1029.2201016588062,1994-10-26
1029.2139276038956,1994-10-27
1029.20775462438,1994-10-28
1029.201582719978,1994-10-29
1029.1954118904093,1994-10-30
1029.1892421353928,1994-10-31
1029.183179316036,1994-11-01
1029.1771175082654,1994-11-02
1029.1710567118273,1994-11-03
1029.164996926469,1994-11-04
1029.1589381519375,1994-11-05
1029.15288038798,1994-11-06
1029.146823634343,1994-11-07
1029.1407678907747,1994-11-08
1029.1347131570217,1994-11-09
1029.128659432832,1994-11-10
1029.122606717953,1994-11-11
1029.116555012132,1994-11-12
1029.1105043151167,1994-11-13
1029.1044546266553,1994-11-14
1029.0984059464954,1994-11-15
1029.0923582743849,1994-11-16
1029.0863116100718,1994-11-17
1029.0802659533044,1994-11-18
1029.0742213038307,1994-11-19
1029.0681776613987,1994-11-20
1029.0621350257577,1994-11-21
1029.0560933966551,1994-11-22
1029.05005277384,1994-11-23
1029.0440131570613,1994-11-24
1029.0379745460664,1994-11-25
1029.0319369406056,1994-11-26
1029.0259003404274,1994-11-27
1029.0198647452798,1994-11-28
1029.013830154913,1994-11-29
1029.0077965690755,1994-11-30
1028.9980930877143,1994-12-01
1028.988391256447,1994-12-02
1028.9786910748526,1994-12-03
1028.9689925425103,1994-12-04
1028.9592956589997,1994-12-05
1028.9496004238997,1994-12-06
1028.9399068367911,1994-12-07
1028.9302148972527,1994-12-08
1028.920524604865,1994-12-09
1028.9108359592083,1994-12-10
1028.9011489598624,1994-12-11
1028.8914636064083,1994-12-12
1028.8817798984257,1994-12-13
1028.8720978354963,1994-12-14
1028.8624174172005,1994-12-15
1028.8527386431192,1994-12-16
1028.8430615128334,1994-12-17
1028.833386025925,1994-12-18
1028.8237121819748,1994-12-19
1028.8140399805643,1994-12-20
1028.8043694212756,1994-12-21
1028.7947005036906,1994-12-22
1028.7850332273908,1994-12-23
1028.775367591959,1994-12-24
1028.7657035969771,1994-12-25
1028.756041242027,1994-12-26
1028.7463805266923,1994-12-27
1028.7367214505546,1994-12-28
1028.7270640131976,1994-12-29
1028.7174082142042,1994-12-30
1028.7077540531568,1994-12-31
1028.692688155357,1995-01-01
1028.6776248128035,1995-01-02
1028.662564024847,1995-01-03
1028.647505790837,1995-01-04
1028.632450110125,1995-01-05
1028.6173969820607,1995-01-06
1028.6023464059951,1995-01-07
1028.5872983812797,1995-01-08
1028.572252907265,1995-01-09
1028.5572099833037,1995-01-10
1028.5421696087465,1995-01-11
1028.5271317829458,1995-01-12
1028.5120965052538,1995-01-13
1028.497063775023,1995-01-14
1028.4820335916056,1995-01-15
1028.4670059543548,1995-01-16
1028.4519808626235,1995-01-17
1028.4369583157652,1995-01-18
1028.4219383131333,1995-01-19
1028.4069208540811,1995-01-20
1028.3919059379634,1995-01-21
1028.3768935641335,1995-01-22
1028.3618837319464,1995-01-23
1028.3468764407562,1995-01-24
1028.3318716899178,1995-01-25
1028.3168694787867,1995-01-26
1028.3018698067174,1995-01-27
1028.2868726730662,1995-01-28
1028.2718780771884,1995-01-29
1028.2568860184394,1995-01-30
1028.2418964961762,1995-01-31
1028.241459801993,1995-02-01
1028.2410231769666,1995-02-02
1028.2405866210806,1995-02-03
1028.2401501343184,1995-02-04
1028.2397137166636,1995-02-05
1028.2392773681,1995-02-06
1028.238841088611,1995-02-07
1028.2384048781805,1995-02-08
1028.2379687367916,1995-02-09
1028.237532664428,1995-02-10
1028.237096661074,1995-02-11
1028.2366607267124,1995-02-12
1028.2362248613274,1995-02-13
1028.235789064902,1995-02-14
1028.23535333742,1995-02-15
1028.234917678866,1995-02-16
1028.2344820892222,1995-02-17
1028.2340465684733,1995-02-18
1028.2336111166026,1995-02-19
1028.2331757335935,1995-02-20
1028.2327404194302,1995-02-21
1028.2323051740957,1995-02-22
1028.2318699975744,1995-02-23
1028.2314348898497,1995-02-24
1028.2309998509052,1995-02-25
1028.2305648807246,1995-02-26
1028.2301299792914,1995-02-27
1028.2296951465898,1995-02-28
1028.2347490513894,1995-03-01
1028.2398021938952,1995-03-02
1028.2448545742805,1995-03-03
1028.2499061927172,1995-03-04
1028.2549570493775,1995-03-05
1028.2600071444344,1995-03-06
1028.2650564780595,1995-03-07
1028.2701050504252,1995-03-08
1028.2751528617036,1995-03-09
1028.2801999120672,1995-03-10
1028.2852462016879,1995-03-11
1028.2902917307372,1995-03-12
1028.2953364993873,1995-03-13
1028.3003805078101,1995-03-14
1028.3054237561776,1995-03-15
1028.3104662446613,1995-03-16
1028.3155079734333,1995-03-17
1028.3205489426646,1995-03-18
1028.3255891525275,1995-03-19
1028.3306286031934,1995-03-20
1028.3356672948341,1995-03-21
1028.3407052276207,1995-03-22
1028.345742401724,1995-03-23
1028.3507788173167,1995-03-24
1028.3558144745687,1995-03-25
1028.3608493736524,1995-03-26
1028.365883514739,1995-03-27
1028.3709168979985,1995-03-28
1028.3759495236031,1995-03-29
1028.3809813917235,1995-03-30
1028.3860125025308,1995-03-31
1028.3855155758442,1995-04-01
1028.3850187292753,1995-04-02
1028.384521962806,1995-04-03
1028.3840252764162,1995-04-04
1028.3835286700862,1995-04-05
1028.3830321437974,1995-04-06
1028.3825356975299,1995-04-07
1028.3820393312644,1995-04-08
1028.3815430449822,1995-04-09
1028.3810468386632,1995-04-10
1028.3805507122888,1995-04-11
1028.3800546658388,1995-04-12
1028.3795586992944,1995-04-13
1028.3790628126362,1995-04-14
1028.3785670058446,1995-04-15
1028.3780712789012,1995-04-16
1028.377575631786,1995-04-17
1028.3770800644797,1995-04-18
1028.3765845769635,1995-04-19
1028.3760891692173,1995-04-20
1028.3755938412228,1995-04-21
1028.3750985929603,1995-04-22
1028.3746034244105,1995-04-23
1028.3741083355537,1995-04-24
1028.3736133263715,1995-04-25
1028.3731183968448,1995-04-26
1028.3726235469537,1995-04-27
1028.372128776679,1995-04-28
1028.3716340860017,1995-04-29
1028.3711394749025,1995-04-30
1028.3833585335954,1995-05-01
1028.3955758016584,1995-05-02
1028.4077912794853,1995-05-03
1028.4200049674703,1995-05-04
1028.4322168660062,1995-05-05
1028.4444269754863,1995-05-06
1028.4566352963036,1995-05-07
1028.4688418288513,1995-05-08
1028.4810465735222,1995-05-09
1028.4932495307091,1995-05-10
1028.5054507008047,1995-05-11
1028.5176500842013,1995-05-12
1028.5298476812916,1995-05-13
1028.5420434924677,1995-05-14
1028.5542375181221,1995-05-15
1028.566429758647,1995-05-16
1028.5786202144336,1995-05-17
1028.5908088858741,1995-05-18
1028.602995773361,1995-05-19
1028.615180877285,1995-05-20
1028.6273641980374,1995-05-21
1028.639545736011,1995-05-22
1028.6517254915955,1995-05-23
1028.6639034651832,1995-05-24
1028.6760796571643,1995-05-25
1028.6882540679305,1995-05-26
1028.7004266978724,1995-05-27
1028.71259754738,1995-05-28
1028.724766616845,1995-05-29
1028.7369339066572,1995-05-30
1028.7490994172072,1995-05-31
1028.7594799470035,1995-06-01
1028.7698589590427,1995-06-02
1028.780236453659,1995-06-03
1028.7906124311835,1995-06-04
1028.80098689195,1995-06-05
1028.8113598362909,1995-06-06
1028.8217312645377,1995-06-07
1028.8321011770242,1995-06-08
1028.8424695740819,1995-06-09
1028.8528364560427,1995-06-10
1028.8632018232395,1995-06-11
1028.8735656760034,1995-06-12
1028.8839280146665,1995-06-13
1028.8942888395609,1995-06-14
1028.9046481510184,1995-06-15
1028.9150059493697,1995-06-16
1028.9253622349477,1995-06-17
1028.935717008082,1995-06-18
1028.9460702691058,1995-06-19
1028.9564220183488,1995-06-20
1028.9667722561428,1995-06-21
1028.9771209828186,1995-06-22
1028.987468198707,1995-06-23
1028.9978139041395,1995-06-24
1029.0081580994456,1995-06-25
1029.0185007849575,1995-06-26
1029.0288419610042,1995-06-27
1029.0391816279168,1995-06-28
1029.049519786026,1995-06-29
1029.0598564356612,1995-06-30
1029.064750249546,1995-07-01
1029.0696433146404,1995-07-02
1029.0745356311165,1995-07-03
1029.0794271991463,1995-07-04
1029.084318018901,1995-07-05
1029.0892080905528,1995-07-06
1029.0940974142732,1995-07-07
1029.0989859902334,1995-07-08
1029.1038738186055,1995-07-09
1029.1087608995606,1995-07-10
1029.11364723327,1995-07-11
1029.1185328199053,1995-07-12
1029.1234176596386,1995-07-13
1029.1283017526398,1995-07-14
1029.1331850990807,1995-07-15
1029.1380676991323,1995-07-16
1029.142949552966,1995-07-17
1029.147830660753,1995-07-18
1029.1527110226639,1995-07-19
1029.1575906388696,1995-07-20
1029.1624695095413,1995-07-21
1029.1673476348494,1995-07-22
1029.172225014965,1995-07-23
1029.1771016500595,1995-07-24
1029.1819775403028,1995-07-25
1029.1868526858655,1995-07-26
1029.191727086918,1995-07-27
1029.1966007436317,1995-07-28
1029.2014736561766,1995-07-29
1029.2063458247226,1995-07-30
1029.2112172494412,1995-07-31
1029.2142609899618,1995-08-01
1029.217304255066,1995-08-02
1029.220347044865,1995-08-03
1029.2233893594703,1995-08-04
1029.2264311989934,1995-08-05
1029.2294725635452,1995-08-06
1029.232513453237,1995-08-07
1029.23555386818,1995-08-08
1029.2385938084853,1995-08-09
1029.2416332742648,1995-08-10
1029.2446722656284,1995-08-11
1029.2477107826878,1995-08-12
1029.250748825554,1995-08-13
1029.2537863943382,1995-08-14
1029.256823489151,1995-08-15
1029.259860110103,1995-08-16
1029.2628962573062,1995-08-17
1029.2659319308707,1995-08-18
1029.2689671309072,1995-08-19
1029.272001857527,1995-08-20
1029.2750361108403,1995-08-21
1029.278069890958,1995-08-22
1029.2811031979911,1995-08-23
1029.2841360320497,1995-08-24
1029.287168393245,1995-08-25
1029.2902002816877,1995-08-26
1029.2932316974873,1995-08-27
1029.2962626407555,1995-08-28
