Date,GDPCTOT% Index_ratio_annual
1992-02-06,-0.994520547945205
1992-02-07,-0.9734246575342467
1992-02-08,-0.9523287671232874
1992-02-09,-0.9312328767123284
1992-02-10,-0.9101369863013697
1992-02-11,-0.8890410958904107
1992-02-12,-0.8679452054794522
1992-02-13,-0.8468493150684929
1992-02-14,-0.8257534246575339
1992-02-15,-0.804657534246575
1992-02-16,-0.783561643835616
1992-02-17,-0.7624657534246571
1992-02-18,-0.7413698630136984
1992-02-19,-0.7202739726027394
1992-02-20,-0.6991780821917806
1992-02-21,-0.6780821917808215
1992-02-22,-0.6569863013698626
1992-02-23,-0.6358904109589038
1992-02-24,-0.6147945205479446
1992-02-25,-0.5936986301369861
1992-02-26,-0.5726027397260269
1992-02-27,-0.5515068493150681
1992-02-28,-0.5304109589041093
1992-02-29,-0.532709035107418
1992-03-01,-0.5116348529081517
1992-03-02,-0.4905606707088853
1992-03-03,-0.4694864885096188
1992-03-04,-0.44841230631035256
1992-03-05,-0.42733812411108574
1992-03-06,-0.4062639419118197
1992-03-07,-0.3851897597125533
1992-03-08,-0.3641155775132867
1992-03-09,-0.34304139531402067
1992-03-10,-0.32196721311475407
1992-03-11,-0.3008930309154878
1992-03-12,-0.27981884871622187
1992-03-13,-0.25874466651695494
1992-03-14,-0.23767048431768856
1992-03-15,-0.2165963021184223
1992-03-16,-0.1955221199191558
1992-03-17,-0.17444793771988987
1992-03-18,-0.15337375552062305
1992-03-19,-0.13229957332135656
1992-03-20,-0.11122539112209007
1992-03-21,-0.09015120892282391
1992-03-22,-0.06907702672355731
1992-03-23,-0.04800284452429093
1992-03-24,-0.026928662325024444
1992-03-25,-0.005854480125758066
1992-03-26,0.015219702073508534
1992-03-27,0.0362938842727748
1992-03-28,0.0573680664720414
1992-03-29,0.07844224867130734
1992-03-30,0.09951643087057405
1992-03-31,0.12059061306984054
1992-04-01,0.15887865858222883
1992-04-02,0.19716670409461756
1992-04-03,0.23545474960700596
1992-04-04,0.27374279511939426
1992-04-05,0.3120308406317831
1992-04-06,0.35031888614417195
1992-04-07,0.3886069316565608
1992-04-08,0.4268949771689492
1992-04-09,0.46518302268133815
1992-04-10,0.5034710681937268
1992-04-11,0.5417591137061152
1992-04-12,0.5800471592185037
1992-04-13,0.6183352047308923
1992-04-14,0.6566232502432813
1992-04-15,0.6949112957556699
1992-04-16,0.7331993412680585
1992-04-17,0.7714873867804474
1992-04-18,0.8097754322928359
1992-04-19,0.8480634778052245
1992-04-20,0.8863515233176132
1992-04-21,0.9246395688300016
1992-04-22,0.9629276143423902
1992-04-23,1.001215659854779
1992-04-24,1.0395037053671676
1992-04-25,1.0777917508795558
1992-04-26,1.1160797963919449
1992-04-27,1.1543678419043333
1992-04-28,1.1926558874167223
1992-04-29,1.2309439329291112
1992-04-30,1.2692319784414998
1992-05-01,1.3075200239538884
1992-05-02,1.345808069466277
1992-05-03,1.3840961149786657
1992-05-04,1.4223841604910545
1992-05-05,1.4606722060034432
1992-05-06,1.4989602515158318
1992-05-07,1.5372482970282206
1992-05-08,1.575536342540609
1992-05-09,1.6138243880529979
1992-05-10,1.6521124335653865
1992-05-11,1.6904004790777751
1992-05-12,1.728688524590164
1992-05-13,1.7669765701025524
1992-05-14,1.805264615614941
1992-05-15,1.8435526611273299
1992-05-16,1.8818407066397178
1992-05-17,1.9201287521521073
1992-05-18,1.9584167976644953
1992-05-19,1.9967048431768841
1992-05-20,2.0349928886892727
1992-05-21,2.0732809342016614
1992-05-22,2.11156897971405
1992-05-23,2.1498570252264386
1992-05-24,2.1881450707388272
1992-05-25,2.2264331162512163
1992-05-26,2.2647211617636045
1992-05-27,2.3030092072759936
1992-05-28,2.341297252788382
1992-05-29,2.3795852983007704
1992-05-30,2.4178733438131594
1992-05-31,2.4561613893255485
1992-06-01,2.4944494348379367
1992-06-02,2.5327374803503258
1992-06-03,2.571025525862714
1992-06-04,2.6093135713751026
1992-06-05,2.647601616887491
1992-06-06,2.68588966239988
1992-06-07,2.724177707912269
1992-06-08,2.7624657534246575
1992-06-09,2.800753798937046
1992-06-10,2.839041844449435
1992-06-11,2.8773298899618243
1992-06-12,2.9156179354742124
1992-06-13,2.953905980986601
1992-06-14,2.99219402649899
1992-06-15,3.0304820720113788
1992-06-16,3.0687701175237674
1992-06-17,3.107058163036156
1992-06-18,3.145346208548545
1992-06-19,3.1836342540609337
1992-06-20,3.2219222995733223
1992-06-21,3.260210345085711
1992-06-22,3.2984983905980996
1992-06-23,3.336786436110488
1992-06-24,3.3750744816228773
1992-06-25,3.4133625271352654
1992-06-26,3.451650572647654
1992-06-27,3.489938618160043
1992-06-28,3.5282266636724318
1992-06-29,3.5665147091848204
1992-06-30,3.604802754697209
1992-07-01,3.597409985777379
1992-07-02,3.5900172168575493
1992-07-03,3.58262444793772
1992-07-04,3.5752316790178904
1992-07-05,3.567838910098061
1992-07-06,3.560446141178231
1992-07-07,3.553053372258402
1992-07-08,3.545660603338573
1992-07-09,3.5382678344187433
1992-07-10,3.530875065498914
1992-07-11,3.5234822965790844
1992-07-12,3.5160895276592554
1992-07-13,3.5086967587394255
1992-07-14,3.501303989819597
1992-07-15,3.493911220899767
1992-07-16,3.4865184519799377
1992-07-17,3.479125683060109
1992-07-18,3.4717329141402793
1992-07-19,3.4643401452204494
1992-07-20,3.45694737630062
1992-07-21,3.4495546073807914
1992-07-22,3.442161838460962
1992-07-23,3.4347690695411326
1992-07-24,3.4273763006213027
1992-07-25,3.4199835317014737
1992-07-26,3.4125907627816447
1992-07-27,3.4051979938618153
1992-07-28,3.397805224941986
1992-07-29,3.390412456022156
1992-07-30,3.383019687102327
1992-07-31,3.3756269181824976
1992-08-01,3.3682341492626686
1992-08-02,3.360841380342839
1992-08-03,3.35344861142301
1992-08-04,3.3460558425031803
1992-08-05,3.3386630735833513
1992-08-06,3.3312703046635215
1992-08-07,3.3238775357436925
1992-08-08,3.3164847668238635
1992-08-09,3.3090919979040336
1992-08-10,3.3016992289842046
1992-08-11,3.2943064600643757
1992-08-12,3.2869136911445453
1992-08-13,3.2795209222247164
1992-08-14,3.272128153304887
1992-08-15,3.264735384385058
1992-08-16,3.2573426154652285
1992-08-17,3.249949846545398
1992-08-18,3.24255707762557
1992-08-19,3.2351643087057402
1992-08-20,3.2277715397859112
1992-08-21,3.2203787708660823
1992-08-22,3.2129860019462524
1992-08-23,3.2055932330264234
1992-08-24,3.198200464106594
1992-08-25,3.190807695186765
1992-08-26,3.1834149262669356
1992-08-27,3.176022157347106
1992-08-28,3.168629388427277
1992-08-29,3.161236619507448
1992-08-30,3.1538438505876187
1992-08-31,3.146451081667789
1992-09-01,3.1390583127479594
1992-09-02,3.131665543828131
1992-09-03,3.1242727749083015
1992-09-04,3.1168800059884716
1992-09-05,3.109487237068642
1992-09-06,3.102094468148813
1992-09-07,3.094701699228984
1992-09-08,3.087308930309155
1992-09-09,3.0799161613893253
1992-09-10,3.0725233924694955
1992-09-11,3.065130623549667
1992-09-12,3.0577378546298375
1992-09-13,3.0503450857100085
1992-09-14,3.042952316790179
1992-09-15,3.0355595478703505
1992-09-16,3.0281667789505198
1992-09-17,3.0207740100306912
1992-09-18,3.013381241110862
1992-09-19,3.0059884721910324
1992-09-20,2.9985957032712034
1992-09-21,2.9912029343513735
1992-09-22,2.9838101654315445
1992-09-23,2.9764173965117156
1992-09-24,2.9690246275918857
1992-09-25,2.961631858672057
1992-09-26,2.9542390897522277
1992-09-27,2.946846320832398
1992-09-28,2.9394535519125693
1992-09-29,2.9320607829927394
1992-09-30,2.9246680140729104
1992-10-01,2.9301295007111317
1992-10-02,2.9355909873493533
1992-10-03,2.9410524739875745
1992-10-04,2.9465139606257957
1992-10-05,2.9519754472640174
1992-10-06,2.9574369339022386
1992-10-07,2.96289842054046
1992-10-08,2.968359907178681
1992-10-09,2.9738213938169027
1992-10-10,2.9792828804551243
1992-10-11,2.984744367093346
1992-10-12,2.990205853731567
1992-10-13,2.995667340369788
1992-10-14,3.0011288270080096
1992-10-15,3.0065903136462313
1992-10-16,3.0120518002844525
1992-10-17,3.0175132869226737
1992-10-18,3.022974773560895
1992-10-19,3.028436260199117
1992-10-20,3.0338977468373383
1992-10-21,3.0393592334755595
1992-10-22,3.044820720113781
1992-10-23,3.0502822067520023
1992-10-24,3.0557436933902236
1992-10-25,3.0612051800284448
1992-10-26,3.066666666666667
1992-10-27,3.072128153304888
1992-10-28,3.0775896399431097
1992-10-29,3.0830511265813305
1992-10-30,3.0885126132195517
1992-10-31,3.0939740998577734
1992-11-01,3.0994355864959946
1992-11-02,3.1048970731342167
1992-11-03,3.110358559772438
1992-11-04,3.115820046410659
1992-11-05,3.1212815330488803
1992-11-06,3.126743019687102
1992-11-07,3.132204506325323
1992-11-08,3.137665992963545
1992-11-09,3.143127479601766
1992-11-10,3.1485889662399873
1992-11-11,3.154050452878209
1992-11-12,3.15951193951643
1992-11-13,3.1649734261546514
1992-11-14,3.1704349127928735
1992-11-15,3.1758963994310943
1992-11-16,3.181357886069316
1992-11-17,3.186819372707537
1992-11-18,3.192280859345759
1992-11-19,3.19774234598398
1992-11-20,3.2032038326222017
1992-11-21,3.208665319260422
1992-11-22,3.214126805898644
1992-11-23,3.2195882925368657
1992-11-24,3.225049779175087
1992-11-25,3.2305112658133086
1992-11-26,3.23597275245153
1992-11-27,3.241434239089752
1992-11-28,3.2468957257279727
1992-11-29,3.252357212366194
1992-11-30,3.257818699004416
1992-12-01,3.263280185642637
1992-12-02,3.2687416722808584
1992-12-03,3.2742031589190796
1992-12-04,3.2796646455573017
1992-12-05,3.285126132195523
1992-12-06,3.290587618833744
1992-12-07,3.296049105471966
1992-12-08,3.301510592110187
1992-12-09,3.3069720787484087
1992-12-10,3.3124335653866304
1992-12-11,3.3178950520248516
1992-12-12,3.3233565386630732
1992-12-13,3.328818025301294
1992-12-14,3.334279511939516
1992-12-15,3.3397409985777378
1992-12-16,3.345202485215959
1992-12-17,3.3506639718541797
1992-12-18,3.356125458492401
1992-12-19,3.3615869451306235
1992-12-20,3.367048431768845
1992-12-21,3.3725099184070664
1992-12-22,3.3779714050452867
1992-12-23,3.383432891683509
1992-12-24,3.38889437832173
1992-12-25,3.394355864959952
1992-12-26,3.3998173515981738
1992-12-27,3.405278838236394
1992-12-28,3.4107403248746158
1992-12-29,3.4162018115128374
1992-12-30,3.421663298151059
1992-12-31,3.4271247847892807
1993-01-01,3.4325675574519057
1993-01-02,3.43801033011453
1993-01-03,3.4434531027771547
1993-01-04,3.4488958754397787
1993-01-05,3.4543386481024028
1993-01-06,3.4597814207650277
1993-01-07,3.4652241934276526
1993-01-08,3.470666966090277
1993-01-09,3.4761097387529007
1993-01-10,3.4815525114155252
1993-01-11,3.4869952840781497
1993-01-12,3.4924380567407747
1993-01-13,3.497880829403399
1993-01-14,3.5033236020660237
1993-01-15,3.5087663747286477
1993-01-16,3.5142091473912718
1993-01-17,3.5196519200538967
1993-01-18,3.5250946927165216
1993-01-19,3.5305374653791457
1993-01-20,3.5359802380417698
1993-01-21,3.5414230107043947
1993-01-22,3.5468657833670187
1993-01-23,3.5523085560296432
1993-01-24,3.5577513286922677
1993-01-25,3.5631941013548922
1993-01-26,3.5686368740175167
1993-01-27,3.574079646680141
1993-01-28,3.579522419342765
1993-01-29,3.584965192005389
1993-01-30,3.5904079646680143
1993-01-31,3.5958507373306388
1993-02-01,3.601293509993263
1993-02-02,3.6067362826558877
1993-02-03,3.612179055318512
1993-02-04,3.6176218279811367
1993-02-05,3.62306460064376
1993-02-06,3.628507373306384
1993-02-07,3.633950145969009
1993-02-08,3.639392918631634
1993-02-09,3.6448356912942583
1993-02-10,3.650278463956883
1993-02-11,3.6557212366195064
1993-02-12,3.661164009282131
1993-02-13,3.666606781944755
1993-02-14,3.6720495546073795
1993-02-15,3.677492327270005
1993-02-16,3.6829350999326285
1993-02-17,3.688377872595254
1993-02-18,3.693820645257878
1993-02-19,3.699263417920503
1993-02-20,3.704706190583127
1993-02-21,3.7101489632457505
1993-02-22,3.715591735908376
1993-02-23,3.7210345085710004
1993-02-24,3.726477281233625
1993-02-25,3.7319200538962485
1993-02-26,3.7373628265588725
1993-02-27,3.742805599221498
1993-02-28,3.7482483718841224
1993-03-01,3.7686211542780144
1993-03-02,3.7741223145445013
1993-03-03,3.779623474810988
1993-03-04,3.7851246350774748
1993-03-05,3.790625795343962
1993-03-06,3.796126955610449
1993-03-07,3.8016281158769365
1993-03-08,3.8071292761434234
1993-03-09,3.8126304364099113
1993-03-10,3.818131596676398
1993-03-11,3.8236327569428843
1993-03-12,3.829133917209372
1993-03-13,3.8346350774758586
1993-03-14,3.8401362377423456
1993-03-15,3.845637398008832
1993-03-16,3.85113855827532
1993-03-17,3.8566397185418078
1993-03-18,3.8621408788082934
1993-03-19,3.86764203907478
1993-03-20,3.8731431993412677
1993-03-21,3.878644359607755
1993-03-22,3.884145519874242
1993-03-23,3.8896466801407286
1993-03-24,3.8951478404072155
1993-03-25,3.900649000673703
1993-03-26,3.9061501609401894
1993-03-27,3.9116513212066772
1993-03-28,3.9171524814731637
1993-03-29,3.9226536417396516
1993-03-30,3.928154802006138
1993-03-31,3.933655962272625
1993-04-01,3.8918062729246206
1993-04-02,3.849956583576616
1993-04-03,3.8081068942286103
1993-04-04,3.766257204880605
1993-04-05,3.7244075155326
1993-04-06,3.6825578261845955
1993-04-07,3.640708136836589
1993-04-08,3.5988584474885843
1993-04-09,3.5570087581405794
1993-04-10,3.515159068792574
1993-04-11,3.4733093794445695
1993-04-12,3.431459690096564
1993-04-13,3.3896100007485597
1993-04-14,3.347760311400554
1993-04-15,3.305910622052549
1993-04-16,3.2640609327045444
1993-04-17,3.222211243356538
1993-04-18,3.1803615540085337
1993-04-19,3.138511864660528
1993-04-20,3.096662175312523
1993-04-21,3.0548124859645176
1993-04-22,3.012962796616513
1993-04-23,2.9711131072685086
1993-04-24,2.929263417920503
1993-04-25,2.887413728572499
1993-04-26,2.845564039224494
1993-04-27,2.8037143498764876
1993-04-28,2.7618646605284827
1993-04-29,2.720014971180478
1993-04-30,2.6781652818324724
1993-05-01,2.636315592484468
1993-05-02,2.594465903136462
1993-05-03,2.5526162137884567
1993-05-04,2.5107665244404513
1993-05-05,2.4689168350924473
1993-05-06,2.427067145744442
1993-05-07,2.385217456396436
1993-05-08,2.3433677670484316
1993-05-09,2.3015180777004263
1993-05-10,2.2596683883524213
1993-05-11,2.217818699004416
1993-05-12,2.175969009656411
1993-05-13,2.1341193203084057
1993-05-14,2.0922696309604003
1993-05-15,2.0504199416123963
1993-05-16,2.0085702522643905
1993-05-17,1.966720562916385
1993-05-18,1.924870873568381
1993-05-19,1.8830211842203752
1993-05-20,1.8411714948723699
1993-05-21,1.7993218055243654
1993-05-22,1.7574721161763605
1993-05-23,1.7156224268283542
1993-05-24,1.6737727374803493
1993-05-25,1.6319230481323448
1993-05-26,1.5900733587843394
1993-05-27,1.5482236694363345
1993-05-28,1.5063739800883291
1993-05-29,1.4645242907403242
1993-05-30,1.4226746013923193
1993-05-31,1.3808249120443135
1993-06-01,1.338975222696309
1993-06-02,1.2971255333483036
1993-06-03,1.2552758440002987
1993-06-04,1.2134261546522942
1993-06-05,1.1715764653042893
1993-06-06,1.129726775956284
1993-06-07,1.087877086608278
1993-06-08,1.0460273972602736
1993-06-09,1.0041777079122682
1993-06-10,0.9623280185642629
1993-06-11,0.9204783292162575
1993-06-12,0.8786286398682521
1993-06-13,0.8367789505202472
1993-06-14,0.7949292611722423
1993-06-15,0.7530795718242373
1993-06-16,0.711229882476232
1993-06-17,0.6693801931282266
1993-06-18,0.6275305037802212
1993-06-19,0.5856808144322168
1993-06-20,0.5438311250842114
1993-06-21,0.5019814357362065
1993-06-22,0.46013174638820153
1993-06-23,0.4182820570401966
1993-06-24,0.37643236769219124
1993-06-25,0.33458267834418676
1993-06-26,0.29273298899618094
1993-06-27,0.250883299648176
1993-06-28,0.2090336103001711
1993-06-29,0.16718392095216572
1993-06-30,0.12533423160416124
1993-07-01,0.12916535668837392
1993-07-02,0.1329964817725875
1993-07-03,0.13682760685680062
1993-07-04,0.1406587319410133
1993-07-05,0.14448985702522643
1993-07-06,0.14832098210943956
1993-07-07,0.15215210719365269
1993-07-08,0.15598323227786492
1993-07-09,0.15981435736207805
1993-07-10,0.16364548244629118
1993-07-11,0.1674766075305043
1993-07-12,0.171307732614717
1993-07-13,0.17513885769892967
1993-07-14,0.1789699827831428
1993-07-15,0.18280110786735593
1993-07-16,0.1866322329515686
1993-07-17,0.1904633580357813
1993-07-18,0.19429448311999487
1993-07-19,0.198125608204208
1993-07-20,0.20195673328842068
1993-07-21,0.20578785837263291
1993-07-22,0.20961898345684649
1993-07-23,0.21345010854105917
1993-07-24,0.2172812336252723
1993-07-25,0.22111235870948498
1993-07-26,0.22494348379369722
1993-07-27,0.2287746088779108
1993-07-28,0.23260573396212392
1993-07-29,0.23643685904633704
1993-07-30,0.24026798413054928
1993-07-31,0.24409910921476197
1993-08-01,0.2479302342989751
1993-08-02,0.25176135938318733
1993-08-03,0.25559248446740046
1993-08-04,0.2594236095516136
1993-08-05,0.26325473463582627
1993-08-06,0.2670858597200394
1993-08-07,0.2709169848042521
1993-08-08,0.2747481098884652
1993-08-09,0.2785792349726779
1993-08-10,0.2824103600568906
1993-08-11,0.2862414851411037
1993-08-12,0.2900726102253173
1993-08-13,0.29390373530952996
1993-08-14,0.29773486039374264
1993-08-15,0.3015659854779549
1993-08-16,0.30539711056216845
1993-08-17,0.3092282356463816
1993-08-18,0.3130593607305938
1993-08-19,0.31689048581480783
1993-08-20,0.3207216108990196
1993-08-21,0.32455273598323275
1993-08-22,0.3283838610674459
1993-08-23,0.3322149861516581
1993-08-24,0.33604611123587125
1993-08-25,0.3398772363200835
1993-08-26,0.34370836140429706
1993-08-27,0.34753948648851063
1993-08-28,0.3513706115727224
1993-08-29,0.3552017366569351
1993-08-30,0.3590328617411478
1993-08-31,0.36286398682536136
1993-09-01,0.36669511190957493
1993-09-02,0.37052623699378673
1993-09-03,0.3743573620779994
1993-09-04,0.378188487162213
1993-09-05,0.3820196122464261
1993-09-06,0.38585073733063924
1993-09-07,0.3896818624148515
1993-09-08,0.3935129874990637
1993-09-09,0.39734411258327684
1993-09-10,0.40117523766749086
1993-09-11,0.4050063627517031
1993-09-12,0.4088374878359158
1993-09-13,0.41266861292012846
1993-09-14,0.41649973800434115
1993-09-15,0.42033086308855383
1993-09-16,0.4241619881727683
1993-09-17,0.4279931132569801
1993-09-18,0.4318242383411932
1993-09-19,0.43565536342540634
1993-09-20,0.439486488509619
1993-09-21,0.4433176135938326
1993-09-22,0.4471487386780444
1993-09-23,0.45097986376225796
1993-09-24,0.4548109888464702
1993-09-25,0.4586421139306833
1993-09-26,0.46247323901489645
1993-09-27,0.46630436409910914
1993-09-28,0.47013548918332226
1993-09-29,0.4739666142675354
1993-09-30,0.47779773935174763
1993-10-01,0.47151433490530703
1993-10-02,0.46523093045886643
1993-10-03,0.45894752601242583
1993-10-04,0.4526641215659857
1993-10-05,0.44638071711954375
1993-10-06,0.44009731267310404
1993-10-07,0.433813908226663
1993-10-08,0.4275305037802233
1993-10-09,0.42124709933378224
1993-10-10,0.4149636948873421
1993-10-11,0.4086802904409006
1993-10-12,0.40239688599446
1993-10-13,0.3961134815480203
1993-10-14,0.38983007710157924
1993-10-15,0.3835466726551391
1993-10-16,0.37726326820869804
1993-10-17,0.37097986376225744
1993-10-18,0.3646964593158173
1993-10-19,0.3584130548693767
1993-10-20,0.35212965042293565
1993-10-21,0.34584624597649505
1993-10-22,0.33956284153005445
1993-10-23,0.3332794370836143
1993-10-24,0.32699603263717414
1993-10-25,0.3207126281907331
1993-10-26,0.31442922374429205
1993-10-27,0.30814581929785145
1993-10-28,0.30186241485141085
1993-10-29,0.29557901040497114
1993-10-30,0.2892956059585301
1993-10-31,0.2830122015120895
1993-11-01,0.27672879706564846
1993-11-02,0.2704453926192083
1993-11-03,0.26416198817276726
1993-11-04,0.2578785837263271
1993-11-05,0.2515951792798865
1993-11-06,0.24531177483344546
1993-11-07,0.2390283703870053
1993-11-08,0.2327449659405647
1993-11-09,0.2264615614941241
1993-11-10,0.22017815704768395
1993-11-11,0.21389475260124335
1993-11-12,0.2076113481548023
1993-11-13,0.20132794370836216
1993-11-14,0.1950445392619211
1993-11-15,0.18876113481548096
1993-11-16,0.18247773036903947
1993-11-17,0.17619432592259976
1993-11-18,0.16991092147615916
1993-11-19,0.16362751702971856
1993-11-20,0.15734411258327752
1993-11-21,0.1510607081368378
1993-11-22,0.14477730369039676
1993-11-23,0.13849389924395616
1993-11-24,0.13221049479751557
1993-11-25,0.12592709035107452
1993-11-26,0.11964368590463392
1993-11-27,0.11336028145819332
1993-11-28,0.10707687701175317
1993-11-29,0.10079347256531301
1993-11-30,0.09451006811887153
1993-12-01,0.08822666367243093
1993-12-02,0.08194325922599077
1993-12-03,0.07565985477955062
1993-12-04,0.06937645033310913
1993-12-05,0.06309304588666853
1993-12-06,0.05680964144022793
1993-12-07,0.05052623699378733
1993-12-08,0.04424283254734762
1993-12-09,0.037959428100906134
1993-12-10,0.03167602365446509
1993-12-11,0.025392619208024936
1993-12-12,0.019109214761584337
1993-12-13,0.012825810315144626
1993-12-14,0.006542405868703138
1993-12-15,0.0002590014222620951
1993-12-16,-0.00602440302417806
1993-12-17,-0.012307807470617771
1993-12-18,-0.01859121191705837
1993-12-19,-0.024874616363499857
1993-12-20,-0.0311580208099409
1993-12-21,-0.037441425256381056
1993-12-22,-0.04372482970282121
1993-12-23,-0.05000823414926181
1993-12-24,-0.05629163859570285
1993-12-25,-0.0625750430421439
1993-12-26,-0.06885844748858405
1993-12-27,-0.0751418519350242
1993-12-28,-0.0814252563814648
1993-12-29,-0.08770866082790585
1993-12-30,-0.09399206527434689
1993-12-31,-0.10027546972078794
1994-01-01,-0.11695111909574107
1994-01-02,-0.1336267684706942
1994-01-03,-0.1503024178456469
1994-01-04,-0.1669780672206005
1994-01-05,-0.18365371659555318
1994-01-06,-0.2003293659705072
1994-01-07,-0.21700501534546035
1994-01-08,-0.23368066472041393
1994-01-09,-0.2503563140953662
1994-01-10,-0.2670319634703189
1994-01-11,-0.28370761284527246
1994-01-12,-0.30038326222022604
1994-01-13,-0.3170589115951796
1994-01-14,-0.33373456097013277
1994-01-15,-0.350410210345085
1994-01-16,-0.36708585972003904
1994-01-17,-0.3837615090949922
1994-01-18,-0.4004371584699453
1994-01-19,-0.417112807844898
1994-01-20,-0.43378845721985115
1994-01-21,-0.4504641065948052
1994-01-22,-0.4671397559697579
1994-01-23,-0.48381540534471057
1994-01-24,-0.5004910547196646
1994-01-25,-0.5171667040946173
1994-01-26,-0.5338423534695713
1994-01-27,-0.550518002844524
1994-01-28,-0.5671936522194758
1994-01-29,-0.5838693015944298
1994-01-30,-0.6005449509693834
1994-01-31,-0.6172206003443366
1994-02-01,-0.6338962497192902
1994-02-02,-0.6505718990942428
1994-02-03,-0.667247548469196
1994-02-04,-0.6839231978441496
1994-02-05,-0.7005988472191018
1994-02-06,-0.717274496594055
1994-02-07,-0.7339501459690077
1994-02-08,-0.7506257953439626
1994-02-09,-0.7673014447189153
1994-02-10,-0.7839770940938688
1994-02-11,-0.8006527434688211
1994-02-12,-0.8173283928437738
1994-02-13,-0.8340040422187274
1994-02-14,-0.8506796915936805
1994-02-15,-0.8673553409686345
1994-02-16,-0.8840309903435872
1994-02-17,-0.9007066397185413
1994-02-18,-0.917382289093494
1994-02-19,-0.9340579384684475
1994-02-20,-0.9507335878434007
1994-02-21,-0.9674092372183529
1994-02-22,-0.9840848865933074
1994-02-23,-1.00076053596826
1994-02-24,-1.0174361853432132
1994-02-25,-1.034111834718166
1994-02-26,-1.050787484093119
1994-02-27,-1.0674631334680726
1994-02-28,-1.0841387828430258
1994-03-01,-1.113424657534246
1994-03-02,-1.1301369863013684
1994-03-03,-1.1468493150684922
1994-03-04,-1.1635616438356147
1994-03-05,-1.1802739726027394
1994-03-06,-1.1969863013698618
1994-03-07,-1.2136986301369856
1994-03-08,-1.2304109589041086
1994-03-09,-1.247123287671232
1994-03-10,-1.2638356164383557
1994-03-11,-1.2805479452054782
1994-03-12,-1.2972602739726025
1994-03-13,-1.3139726027397254
1994-03-14,-1.3306849315068479
1994-03-15,-1.3473972602739717
1994-03-16,-1.364109589041095
1994-03-17,-1.3808219178082184
1994-03-18,-1.3975342465753413
1994-03-19,-1.4142465753424638
1994-03-20,-1.4309589041095876
1994-03-21,-1.4476712328767114
1994-03-22,-1.4643835616438348
1994-03-23,-1.4810958904109577
1994-03-24,-1.4978082191780802
1994-03-25,-1.5145205479452044
1994-03-26,-1.5312328767123273
1994-03-27,-1.5479452054794516
1994-03-28,-1.5646575342465745
1994-03-29,-1.5813698630136979
1994-03-30,-1.5980821917808208
1994-03-31,-1.6147945205479441
1994-04-01,-1.5890410958904102
1994-04-02,-1.5632876712328767
1994-04-03,-1.5375342465753419
1994-04-04,-1.511780821917807
1994-04-05,-1.486027397260274
1994-04-06,-1.46027397260274
1994-04-07,-1.4345205479452043
1994-04-08,-1.4087671232876704
1994-04-09,-1.383013698630137
1994-04-10,-1.357260273972602
1994-04-11,-1.3315068493150681
1994-04-12,-1.3057534246575333
1994-04-13,-1.2799999999999994
1994-04-14,-1.2542465753424654
1994-04-15,-1.2284931506849315
1994-04-16,-1.2027397260273975
1994-04-17,-1.1769863013698618
1994-04-18,-1.1512328767123279
1994-04-19,-1.125479452054794
1994-04-20,-1.09972602739726
1994-04-21,-1.0739726027397252
1994-04-22,-1.0482191780821912
1994-04-23,-1.0224657534246573
1994-04-24,-0.9967123287671229
1994-04-25,-0.9709589041095885
1994-04-26,-0.945205479452055
1994-04-27,-0.9194520547945193
1994-04-28,-0.8936986301369854
1994-04-29,-0.8679452054794523
1994-04-30,-0.8421917808219166
1994-05-01,-0.8164383561643835
1994-05-02,-0.7906849315068487
1994-05-03,-0.7649315068493139
1994-05-04,-0.739178082191779
1994-05-05,-0.713424657534246
1994-05-06,-0.6876712328767116
1994-05-07,-0.6619178082191768
1994-05-08,-0.6361643835616428
1994-05-09,-0.6104109589041085
1994-05-10,-0.5846575342465745
1994-05-11,-0.5589041095890401
1994-05-12,-0.5331506849315062
1994-05-13,-0.5073972602739714
1994-05-14,-0.48164383561643653
1994-05-15,-0.45589041095890437
1994-05-16,-0.43013698630136865
1994-05-17,-0.4043835616438347
1994-05-18,-0.37863013698630077
1994-05-19,-0.35287671232876594
1994-05-20,-0.3271232876712311
1994-05-21,-0.3013698630136976
1994-05-22,-0.2756164383561637
1994-05-23,-0.24986301369862796
1994-05-24,-0.22410958904109402
1994-05-25,-0.19835616438356007
1994-05-26,-0.17260273972602613
1994-05-27,-0.1468493150684922
1994-05-28,-0.12109589041095781
1994-05-29,-0.09534246575342342
1994-05-30,-0.06958904109588904
1994-05-31,-0.04383561643835465
1994-06-01,-0.01808219178082071
1994-06-02,0.007671232876713674
1994-06-03,0.03342465753424806
1994-06-04,0.059178082191781556
1994-06-05,0.0849315068493155
1994-06-06,0.11068493150685033
1994-06-07,0.1364383561643847
1994-06-08,0.16219178082191865
1994-06-09,0.18794520547945304
1994-06-10,0.21369863013698653
1994-06-11,0.23945205479452136
1994-06-12,0.26520547945205575
1994-06-13,0.29095890410959013
1994-06-14,0.3167123287671241
1994-06-15,0.342465753424658
1994-06-16,0.36821917808219284
1994-06-17,0.39397260273972723
1994-06-18,0.4197260273972607
1994-06-19,0.4454794520547951
1994-06-20,0.47123287671232994
1994-06-21,0.4969863013698643
1994-06-22,0.5227397260273983
1994-06-23,0.5484931506849327
1994-06-24,0.5742465753424661
1994-06-25,0.6000000000000001
1994-06-26,0.6257534246575354
