Date,SPX Index_ratio_annual
1978-11-14,965.357142758712
1978-11-15,965.3834439322214
1978-11-16,965.4003304684281
1978-11-17,965.4745267524999
1978-11-18,965.5992129210654
1978-11-19,965.7488117491902
1978-11-20,965.899264024998
1978-11-21,966.072670087734
1978-11-22,966.2438571574032
1978-11-23,966.4003612193691
1978-11-24,966.5183993534171
1978-11-25,966.6570406919218
1978-11-26,966.7848657986092
1978-11-27,966.9324918542937
1978-11-28,967.0856950291137
1978-11-29,967.2510732631424
1978-11-30,967.4398554208877
1978-12-01,967.630656599005
1978-12-02,967.88326454763
1978-12-03,968.1271650599692
1978-12-04,968.3883067240567
1978-12-05,968.6459690559379
1978-12-06,968.9612322536892
1978-12-07,969.3779774524576
1978-12-08,969.7844662543465
1978-12-09,970.1847648931468
1978-12-10,970.5592041929027
1978-12-11,970.9389810048955
1978-12-12,971.3322960524841
1978-12-13,971.7125267787676
1978-12-14,972.0802319921119
1978-12-15,972.4337583663018
1978-12-16,972.7959673963484
1978-12-17,973.1574405895569
1978-12-18,973.504543149506
1978-12-19,973.7993510606382
1978-12-20,974.1555170772331
1978-12-21,974.5180472379307
1978-12-22,974.866885167133
1978-12-23,975.2325296781302
1978-12-24,975.5530051680126
1978-12-25,975.8736617119512
1978-12-26,976.19449946342
1978-12-27,976.5492122366463
1978-12-28,976.9133684471187
1978-12-29,977.2831953268477
1978-12-30,977.6263406565932
1978-12-31,977.975604784913
1979-01-01,978.3409250082351
1979-01-02,978.7064972010725
1979-01-03,979.0896264529425
1979-01-04,979.5610606402853
1979-01-05,980.0356340944376
1979-01-06,980.5433076740173
1979-01-07,981.1204680500549
1979-01-08,981.697786432047
1979-01-09,982.2663066539596
1979-01-10,982.9044593972163
1979-01-11,983.5587784169563
1979-01-12,984.2170163058532
1979-01-13,984.8747227415394
1979-01-14,985.5622623233122
1979-01-15,986.2451071656892
1979-01-16,986.949818906437
1979-01-17,987.6350829930826
1979-01-18,988.2885829263946
1979-01-19,988.8999629025222
1979-01-20,989.5536271394428
1979-01-21,990.1944941339804
1979-01-22,990.8455824263074
1979-01-23,991.5013813735775
1979-01-24,992.2138053651113
1979-01-25,992.9118917919302
1979-01-26,993.6283151950945
1979-01-27,994.3875439758353
1979-01-28,995.1319378691555
1979-01-29,995.8808165635604
1979-01-30,996.6215168205034
1979-01-31,997.3058452438013
1979-02-01,997.9669433569085
1979-02-02,998.6053754588994
1979-02-03,999.2148997345064
1979-02-04,999.8392530947311
1979-02-05,1000.4648862512365
1979-02-06,1001.0510918860116
1979-02-07,1001.6433656218431
1979-02-08,1002.1641470148916
1979-02-09,1002.6625706073598
1979-02-10,1003.1728733341639
1979-02-11,1003.6985167990584
1979-02-12,1004.2074143392534
1979-02-13,1004.7259536193026
1979-02-14,1005.2779810362233
1979-02-15,1005.8900872357727
1979-02-16,1006.5191418259324
1979-02-17,1007.2027800024343
1979-02-18,1007.8771867238922
1979-02-19,1008.5397775342527
1979-02-20,1009.2028399184683
1979-02-21,1009.8876822031951
1979-02-22,1010.5842075585809
1979-02-23,1011.2619201757282
1979-02-24,1011.9112763495749
1979-02-25,1012.4954301492083
1979-02-26,1013.0764935599377
1979-02-27,1013.654789054647
1979-02-28,1014.2337586298322
1979-03-01,1014.8662496193272
1979-03-02,1015.5325650363109
1979-03-03,1016.1860930288383
1979-03-04,1016.8468408857818
1979-03-05,1017.5173851402382
1979-03-06,1018.2195675963883
1979-03-07,1018.9485833464684
1979-03-08,1019.6693944325468
1979-03-09,1020.413429603631
1979-03-10,1021.1026407817061
1979-03-11,1021.751750257513
1979-03-12,1022.4007126394234
1979-03-13,1023.0538322421137
1979-03-14,1023.7082032066276
1979-03-15,1024.3586891064988
1979-03-16,1025.0437065315875
1979-03-17,1025.7359589022449
1979-03-18,1026.3859836609054
1979-03-19,1027.0299720957069
1979-03-20,1027.6850048664542
1979-03-21,1028.2883219459816
1979-03-22,1028.9572901283207
1979-03-23,1029.648244380369
1979-03-24,1030.3203855219037
1979-03-25,1030.978134703831
1979-03-26,1031.6173000798365
1979-03-27,1032.2407236842862
1979-03-28,1032.9345458466628
1979-03-29,1033.5797852833527
1979-03-30,1034.2351258893968
1979-03-31,1034.857401539158
1979-04-01,1035.488146245246
1979-04-02,1036.142795110394
1979-04-03,1036.7779468845877
1979-04-04,1037.5007094985797
1979-04-05,1038.1783052973294
1979-04-06,1038.821419624807
1979-04-07,1039.4507197589512
1979-04-08,1040.0711550613332
1979-04-09,1040.691883172236
1979-04-10,1041.303959551274
1979-04-11,1041.911031520072
1979-04-12,1042.5187467235094
1979-04-13,1043.1643271226555
1979-04-14,1043.7592247591815
1979-04-15,1044.265201184974
1979-04-16,1044.7726215348514
1979-04-17,1045.2548444699828
1979-04-18,1045.6502765636553
1979-04-19,1046.104382786232
1979-04-20,1046.506852623125
1979-04-21,1046.877752454991
1979-04-22,1047.240930394029
1979-04-23,1047.5645146823526
1979-04-24,1047.8980143411907
1979-04-25,1048.1650626115427
1979-04-26,1048.3501193183429
1979-04-27,1048.5091159342403
1979-04-28,1048.744755403631
1979-04-29,1048.930185818819
1979-04-30,1049.1229187319552
1979-05-01,1049.3145117872016
1979-05-02,1049.4539736884992
1979-05-03,1049.6344064108491
1979-05-04,1049.8914076246847
1979-05-05,1050.1517314701866
1979-05-06,1050.3810547219423
1979-05-07,1050.5915621846173
1979-05-08,1050.7537398826303
1979-05-09,1050.9404872210696
1979-05-10,1051.1434622244249
1979-05-11,1051.3268880676833
1979-05-12,1051.4132546546925
1979-05-13,1051.4463966401784
1979-05-14,1051.4886791774977
1979-05-15,1051.5176362192954
1979-05-16,1051.507898405079
1979-05-17,1051.4846086247794
1979-05-18,1051.4996389833123
1979-05-19,1051.5887825553807
1979-05-20,1051.6948612294336
1979-05-21,1051.7878446903649
1979-05-22,1051.886920945393
1979-05-23,1051.9390457290338
1979-05-24,1051.9951267971674
1979-05-25,1052.0957072133385
1979-05-26,1052.193904224477
1979-05-27,1052.312504836103
1979-05-28,1052.4085387058633
1979-05-29,1052.504570850133
1979-05-30,1052.59567473517
1979-05-31,1052.6428808022347
1979-06-01,1052.6590624183177
1979-06-02,1052.6989904141503
1979-06-03,1052.6861312176545
1979-06-04,1052.7022504386275
1979-06-05,1052.7227156165336
1979-06-06,1052.6731946910452
1979-06-07,1052.6073497436757
1979-06-08,1052.582849448597
1979-06-09,1052.5586414165189
1979-06-10,1052.549254063373
1979-06-11,1052.549623441433
1979-06-12,1052.5621575404957
1979-06-13,1052.6245059311434
1979-06-14,1052.6785584990687
1979-06-15,1052.768921718096
1979-06-16,1052.9162593678723
1979-06-17,1053.1256390515298
1979-06-18,1053.3387097288135
1979-06-19,1053.5364578987862
1979-06-20,1053.7306496883784
1979-06-21,1053.9983826070277
1979-06-22,1054.319048557419
1979-06-23,1054.6334880814572
1979-06-24,1054.9761280237087
1979-06-25,1055.3363018351113
1979-06-26,1055.680639574483
1979-06-27,1056.0871474252451
1979-06-28,1056.4824016238854
1979-06-29,1056.8423526135314
1979-06-30,1057.1945270216554
1979-07-01,1057.5605370807848
1979-07-02,1057.9149850797558
1979-07-03,1058.242823269613
1979-07-04,1058.5999461200638
1979-07-05,1058.9571728662286
1979-07-06,1059.3731060952555
1979-07-07,1059.8050528493764
1979-07-08,1060.1851582896559
1979-07-09,1060.5896950368167
1979-07-10,1061.0190440991885
1979-07-11,1061.4179058503262
1979-07-12,1061.7536433972452
1979-07-13,1062.0401730996778
1979-07-14,1062.3197248321114
1979-07-15,1062.5195856077833
1979-07-16,1062.7376978550285
1979-07-17,1062.9680541333553
1979-07-18,1063.1599882067856
1979-07-19,1063.4262886109284
1979-07-20,1063.6412891585292
1979-07-21,1063.8659895914077
1979-07-22,1064.1032167382205
1979-07-23,1064.3429740104646
1979-07-24,1064.5760939995398
1979-07-25,1064.8221272564
1979-07-26,1065.0318349558552
1979-07-27,1065.185708157679
1979-07-28,1065.2614099865903
1979-07-29,1065.3141113295885
1979-07-30,1065.368669038831
1979-07-31,1065.4246780066223
1979-08-01,1065.4590199899792
1979-08-02,1065.5134048070163
1979-08-03,1065.410723979452
1979-08-04,1065.2668522821275
1979-08-05,1065.1098605476304
1979-08-06,1064.9535354522259
1979-08-07,1064.8048165392345
1979-08-08,1064.7175941820271
1979-08-09,1064.5885571634642
1979-08-10,1064.4177858472956
1979-08-11,1064.3508028923063
1979-08-12,1064.242349943148
1979-08-13,1064.1252792002022
1979-08-14,1064.03787101297
1979-08-15,1063.9527979403542
1979-08-16,1063.9054024003574
1979-08-17,1063.7915611378364
1979-08-18,1063.658417680379
1979-08-19,1063.5444334357958
1979-08-20,1063.4252519284225
1979-08-21,1063.3214905390564
1979-08-22,1063.2703435650028
1979-08-23,1063.2050439496056
1979-08-24,1063.0882185860264
1979-08-25,1062.9483983491318
1979-08-26,1062.7861460965935
1979-08-27,1062.6212062585873
1979-08-28,1062.4719863704645
1979-08-29,1062.375487267786
1979-08-30,1062.3394951192624
1979-08-31,1062.280352737769
1979-09-01,1062.2544284252435
1979-09-02,1062.2070935640272
1979-09-03,1062.1788225699397
1979-09-04,1062.1505617613655
1979-09-05,1062.0679606514077
1979-09-06,1061.9070535749122
1979-09-07,1061.7141674820589
1979-09-08,1061.551587103246
1979-09-09,1061.2851272921162
1979-09-10,1060.9909344901707
1979-09-11,1060.7116403475704
1979-09-12,1060.4021713315778
1979-09-13,1060.0908426091933
1979-09-14,1059.8210217277199
1979-09-15,1059.665284150949
1979-09-16,1059.5754395947934
1979-09-17,1059.4758619417598
1979-09-18,1059.3786332236014
1979-09-19,1059.311233308597
1979-09-20,1059.2730354075386
1979-09-21,1059.3477321814255
1979-09-22,1059.387074669323
1979-09-23,1059.4296537995972
1979-09-24,1059.470691761631
1979-09-25,1059.486966993409
1979-09-26,1059.5040647061749
1979-09-27,1059.4945494490194
1979-09-28,1059.544820164595
1979-09-29,1059.5538493033782
1979-09-30,1059.544983221684
1979-10-01,1059.5568289013731
1979-10-02,1059.5468301473736
1979-10-03,1059.5415754665644
1979-10-04,1059.564013848783
1979-10-05,1059.554284923218
1979-10-06,1059.5530784007997
1979-10-07,1059.548345404002
1979-10-08,1059.5411814952506
1979-10-09,1059.4941325726084
1979-10-10,1059.2906433280384
1979-10-11,1059.0501021087168
1979-10-12,1058.7227163324376
1979-10-13,1058.3825649757352
1979-10-14,1058.0380144022604
1979-10-15,1057.6967148308145
1979-10-16,1057.3232720972521
1979-10-17,1057.0659245803215
1979-10-18,1056.8911912352582
1979-10-19,1056.767850381918
1979-10-20,1056.6226575321773
1979-10-21,1056.5674741672292
1979-10-22,1056.5017306313307
1979-10-23,1056.41055559464
1979-10-24,1056.293591119021
1979-10-25,1056.2009664200204
1979-10-26,1056.0873565702225
1979-10-27,1056.0984908893754
1979-10-28,1056.2014822639035
1979-10-29,1056.312610646971
1979-10-30,1056.4277270229516
1979-10-31,1056.5712159846937
1979-11-01,1056.794489102182
1979-11-02,1056.7918502539299
1979-11-03,1056.8410300413982
1979-11-04,1056.8582208715288
1979-11-05,1056.9001542318376
1979-11-06,1056.922375412261
1979-11-07,1056.9850275159793
1979-11-08,1057.1098146422569
1979-11-09,1057.2167601519475
1979-11-10,1057.3756897639892
1979-11-11,1057.566274463012
1979-11-12,1057.7952062701465
1979-11-13,1058.0812485458705
1979-11-14,1058.4474129735318
1979-11-15,1058.8441540012566
1979-11-16,1059.2676035424815
1979-11-17,1059.6080803200325
1979-11-18,1059.8980472137753
1979-11-19,1060.193173309391
1979-11-20,1060.5008803030585
1979-11-21,1060.7443339910276
1979-11-22,1061.0052024744095
1979-11-23,1061.263866033879
1979-11-24,1061.5569418419445
1979-11-25,1061.831779608616
1979-11-26,1062.1126953249395
1979-11-27,1062.4544619245278
1979-11-28,1062.7724663043634
1979-11-29,1063.1313852601177
1979-11-30,1063.5287201881085
1979-12-01,1063.860010128711
1979-12-02,1064.093892830192
1979-12-03,1064.3271463207948
1979-12-04,1064.5509536131053
1979-12-05,1064.8098223424477
1979-12-06,1064.9935677499404
1979-12-07,1065.1519507896267
1979-12-08,1065.3192420536711
1979-12-09,1065.5184993611463
1979-12-10,1065.7387041215989
1979-12-11,1065.9631525590908
1979-12-12,1066.1541227536966
1979-12-13,1066.3759642916048
1979-12-14,1066.6311708262997
1979-12-15,1066.9374923855232
1979-12-16,1067.271038783001
1979-12-17,1067.5999826543816
1979-12-18,1067.9405865405981
1979-12-19,1068.3632846989149
1979-12-20,1068.7142710437133
1979-12-21,1069.0351756443222
1979-12-22,1069.35193488544
1979-12-23,1069.5970988493223
1979-12-24,1069.8693829521637
1979-12-25,1070.1436381779195
1979-12-26,1070.4178680638474
1979-12-27,1070.6240497478732
1979-12-28,1070.8861098763357
1979-12-29,1071.1689914276283
1979-12-30,1071.4676924506853
1979-12-31,1071.7712625287525
1980-01-01,1072.0776660500117
1980-01-02,1072.3840519264002
1980-01-03,1072.591641088664
1980-01-04,1072.6814592273456
1980-01-05,1072.753057240921
1980-01-06,1072.7683049147447
1980-01-07,1072.7493176297244
1980-01-08,1072.7385983590727
1980-01-09,1072.8083014870463
1980-01-10,1072.8196123078274
1980-01-11,1072.8735132944287
1980-01-12,1072.895648524254
1980-01-13,1072.8712703422946
1980-01-14,1072.8429398582623
1980-01-15,1072.827703770757
1980-01-16,1072.7893035750624
1980-01-17,1072.8128843777515
1980-01-18,1072.8390457234548
1980-01-19,1072.8822901813874
1980-01-20,1072.909430095826
1980-01-21,1072.930464633449
1980-01-22,1072.9807130548725
1980-01-23,1073.0053765606465
1980-01-24,1073.023827442876
1980-01-25,1073.0757989516173
1980-01-26,1073.0689325756243
1980-01-27,1072.9981017196135
1980-01-28,1072.9273241367007
1980-01-29,1072.8917004676034
1980-01-30,1072.8522152015146
1980-01-31,1072.8971042620124
1980-02-01,1072.9754775496722
1980-02-02,1073.0998136395913
1980-02-03,1073.2570999293703
1980-02-04,1073.3988348072717
1980-02-05,1073.5193050002188
1980-02-06,1073.73046875
1980-02-07,1073.9701630251109
1980-02-08,1074.3028287692696
1980-02-09,1074.6689726722534
1980-02-10,1075.0060172648236
1980-02-11,1075.3362439304574
1980-02-12,1075.6429157075945
1980-02-13,1075.9521297879305
1980-02-14,1076.2270223153398
1980-02-15,1076.4319326627449
1980-02-16,1076.6016410934349
1980-02-17,1076.7520177293156
1980-02-18,1076.8986658309277
1980-02-19,1077.0452255082453
1980-02-20,1077.1689023554586
1980-02-21,1077.301282803279
1980-02-22,1077.4093484279842
1980-02-23,1077.552910402484
1980-02-24,1077.730927103699
1980-02-25,1077.9345875933072
1980-02-26,1078.0901044853354
1980-02-27,1078.2702156796001
1980-02-28,1078.4718655912
1980-02-29,1078.6711779938287
1980-03-01,1078.8779362699247
1980-03-02,1079.0530028888022
1980-03-03,1079.2278323018606
1980-03-04,1079.3740559585324
1980-03-05,1079.5280314646714
1980-03-06,1079.572336379558
1980-03-07,1079.5417244108826
1980-03-08,1079.4429874911164
1980-03-09,1079.2774091914803
1980-03-10,1079.130885673916
1980-03-11,1079.0034687416783
1980-03-12,1078.9115647069775
1980-03-13,1078.786782205387
1980-03-14,1078.6194604580203
1980-03-15,1078.4665460940832
1980-03-16,1078.2980886639168
1980-03-17,1078.0933548661458
1980-03-18,1077.8212275419162
1980-03-19,1077.6004938343078
1980-03-20,1077.3643088161627
1980-03-21,1077.146202374936
1980-03-22,1076.8313399873896
1980-03-23,1076.4827834515427
1980-03-24,1076.1352100872655
1980-03-25,1075.7036659371986
1980-03-26,1075.2699157130355
1980-03-27,1074.8546123590709
1980-03-28,1074.329102994648
1980-03-29,1073.9118376963834
1980-03-30,1073.50423088115
1980-03-31,1073.1153746631878
1980-04-01,1072.7599083824632
1980-04-02,1072.4071810052337
1980-04-03,1072.1082162998016
1980-04-04,1071.6862541863975
1980-04-05,1071.2621583507134
1980-04-06,1070.8265576968818
1980-04-07,1070.4003283990514
1980-04-08,1069.9314891940398
1980-04-09,1069.490908108438
1980-04-10,1069.1211748133064
1980-04-11,1068.7610730294416
1980-04-12,1068.4450341339398
1980-04-13,1068.1427904227478
1980-04-14,1067.8664542668535
1980-04-15,1067.6213753378133
1980-04-16,1067.370627000198
1980-04-17,1067.1401810570972
1980-04-18,1066.9346120054747
1980-04-19,1066.659018372429
1980-04-20,1066.4201754323767
1980-04-21,1066.204313241405
1980-04-22,1065.9619789896904
1980-04-23,1065.819723159987
1980-04-24,1065.666414387658
1980-04-25,1065.5378027683453
1980-04-26,1065.4386644501462
1980-04-27,1065.3727467496358
1980-04-28,1065.290578303218
1980-04-29,1065.2501553515515
1980-04-30,1065.215796468333
1980-05-01,1065.1955519497646
1980-05-02,1065.1817122810764
1980-05-03,1065.1565629918084
1980-05-04,1065.097224855425
1980-05-05,1065.0918975117943
1980-05-06,1065.1261827109884
1980-05-07,1065.1568864434544
1980-05-08,1065.3080805489758
1980-05-09,1065.4118831570327
1980-05-10,1065.4519179599806
1980-05-11,1065.5459625342162
1980-05-12,1065.6775788245425
1980-05-13,1065.836384210997
1980-05-14,1066.0369533894866
1980-05-15,1066.2787855796316
1980-05-16,1066.5401930188373
1980-05-17,1066.8129205375492
1980-05-18,1067.0065504241597
1980-05-19,1067.171928019708
1980-05-20,1067.3313824578634
1980-05-21,1067.4894471946977
1980-05-22,1067.6382971717944
1980-05-23,1067.8300557128823
1980-05-24,1068.0712738389584
1980-05-25,1068.2810788726908
1980-05-26,1068.4661110053935
1980-05-27,1068.6446336056003
1980-05-28,1068.8445405605714
1980-05-29,1069.06253036426
1980-05-30,1069.2410018204203
1980-05-31,1069.5077955374834
1980-06-01,1069.7889264801938
1980-06-02,1070.0666753670441
1980-06-03,1070.3544953892606
1980-06-04,1070.6354365011503
1980-06-05,1070.965466654692
1980-06-06,1071.2794961648256
1980-06-07,1071.5772344394359
1980-06-08,1071.8411524265728
1980-06-09,1072.1247871386456
1980-06-10,1072.4141351718988
1980-06-11,1072.7295298177967
1980-06-12,1073.0582915221091
1980-06-13,1073.3085193490556
1980-06-14,1073.598015403756
1980-06-15,1073.8910765904507
1980-06-16,1074.156676560852
1980-06-17,1074.4027147543004
1980-06-18,1074.6470442118666
1980-06-19,1074.9278172509203
1980-06-20,1075.1655849867732
1980-06-21,1075.3550286260643
1980-06-22,1075.5034298557907
1980-06-23,1075.627248803223
1980-06-24,1075.7518272652414
1980-06-25,1075.893618707673
1980-06-26,1076.1099557550467
1980-06-27,1076.2992433418256
1980-06-28,1076.459755399173
1980-06-29,1076.602443668818
1980-06-30,1076.7438363843696
1980-07-01,1076.8358298232888
1980-07-02,1076.94666325001
1980-07-03,1077.1303107122328
1980-07-04,1077.343884709869
1980-07-05,1077.5573767270578
1980-07-06,1077.7272217282139
1980-07-07,1077.8307931613344
1980-07-08,1077.9738242689423
1980-07-09,1078.1044944045368
1980-07-10,1078.19061435057
1980-07-11,1078.2751273943893
1980-07-12,1078.4351906388517
1980-07-13,1078.6583069043545
1980-07-14,1078.9026589098157
1980-07-15,1079.2454042574316
1980-07-16,1079.56869136653
1980-07-17,1079.8770342527475
1980-07-18,1080.2922663134482
1980-07-19,1080.7048314133026
1980-07-20,1081.1587844698224
1980-07-21,1081.5980540191356
1980-07-22,1082.0417634531543
1980-07-23,1082.4766513416535
1980-07-24,1082.91743203268
1980-07-25,1083.331810536802
1980-07-26,1083.6767754143584
1980-07-27,1084.0394701645996
1980-07-28,1084.415712321854
1980-07-29,1084.8232190197318
1980-07-30,1085.2570786185372
1980-07-31,1085.6833900842507
1980-08-01,1086.076995434822
1980-08-02,1086.4369297347557
1980-08-03,1086.8678452669878
1980-08-04,1087.3196646073152
1980-08-05,1087.7773855450478
1980-08-06,1088.228568199041
1980-08-07,1088.6869956628586
1980-08-08,1089.1051572864706
1980-08-09,1089.526593370095
1980-08-10,1089.9904864421874
1980-08-11,1090.377486076908
1980-08-12,1090.8052104880423
1980-08-13,1091.2059294885244
1980-08-14,1091.5345627780337
1980-08-15,1091.9113451473618
1980-08-16,1092.2556451376183
1980-08-17,1092.6328342463762
1980-08-18,1093.0107992734806
1980-08-19,1093.3148719062451
1980-08-20,1093.5973957982085
1980-08-21,1093.8814600315723
1980-08-22,1094.181794425643
1980-08-23,1094.5052450148771
1980-08-24,1094.867055906706
1980-08-25,1095.2355803701398
1980-08-26,1095.5752807073486
1980-08-27,1095.9062146616493
1980-08-28,1096.1703989481728
1980-08-29,1096.3741541790814
1980-08-30,1096.5689751826255
1980-08-31,1096.7670227881438
1980-09-01,1096.9416254279454
1980-09-02,1097.1278224000366
1980-09-03,1097.3506185960841
1980-09-04,1097.6382318339129
1980-09-05,1098.013974460479
1980-09-06,1098.4585218333648
1980-09-07,1098.9039687193692
1980-09-08,1099.3043566565627
1980-09-09,1099.7030869344158
1980-09-10,1100.1224251191295
1980-09-11,1100.5327110433786
1980-09-12,1101.0094125849723
1980-09-13,1101.4654384569537
1980-09-14,1101.900239686341
1980-09-15,1102.2458267283273
1980-09-16,1102.5654753078613
1980-09-17,1102.9140699638785
1980-09-18,1103.3157809443221
1980-09-19,1103.7253223941354
1980-09-20,1104.121392127648
1980-09-21,1104.365904949598
1980-09-22,1104.6176896691063
1980-09-23,1104.8987178932955
1980-09-24,1105.1533360141173
1980-09-25,1105.4824076669445
1980-09-26,1105.7632621998523
1980-09-27,1105.9866639471406
1980-09-28,1106.166879641522
1980-09-29,1106.4068241989175
1980-09-30,1106.5880558483577
1980-10-01,1106.8211617503819
1980-10-02,1107.1427285186123
1980-10-03,1107.443978039973
1980-10-04,1107.7678345318686
1980-10-05,1108.0722847426582
1980-10-06,1108.3201537796917
1980-10-07,1108.6402760226324
1980-10-08,1108.9405423624792
1980-10-09,1109.337546245025
1980-10-10,1109.9355588355504
1980-10-11,1110.5852624108568
1980-10-12,1111.2772018007904
1980-10-13,1111.9857850599717
1980-10-14,1112.7347501722404
1980-10-15,1113.483452083766
1980-10-16,1114.3421628600368
1980-10-17,1115.1087663283865
1980-10-18,1115.8041953987156
1980-10-19,1116.4636698833888
1980-10-20,1117.2030253229848
1980-10-21,1117.9299502553727
1980-10-22,1118.6359419473729
1980-10-23,1119.394950538106
1980-10-24,1120.1209465483091
1980-10-25,1120.8253910912435
1980-10-26,1121.5494918277266
1980-10-27,1122.2019165998638
1980-10-28,1122.757272032719
1980-10-29,1123.3170343271393
1980-10-30,1123.8648064717493
1980-10-31,1124.270537586019
1980-11-01,1124.6986047593255
1980-11-02,1125.1959779875476
1980-11-03,1125.658912849188
1980-11-04,1126.181331951034
1980-11-05,1126.7035723553097
1980-11-06,1127.3269295507926
1980-11-07,1127.8903386264892
1980-11-08,1128.4963514406322
1980-11-09,1129.0957711550698
1980-11-10,1129.62460782862
1980-11-11,1130.1719940444718
1980-11-12,1130.767086108244
1980-11-13,1131.3366985347832
1980-11-14,1131.9398157751698
1980-11-15,1132.5149733617752
1980-11-16,1133.0540161441427
1980-11-17,1133.642801773553
1980-11-18,1134.2690862387515
1980-11-19,1134.9474362241208
1980-11-20,1135.5829844761067
1980-11-21,1136.310581964445
1980-11-22,1136.9843869951565
1980-11-23,1137.672258875513
1980-11-24,1138.3150037922933
1980-11-25,1138.9454687927362
1980-11-26,1139.6029862894134
1980-11-27,1140.160314214408
1980-11-28,1140.747576470691
1980-11-29,1141.2957222956115
1980-11-30,1141.7982941383702
1980-12-01,1142.3669895494365
1980-12-02,1142.8952030489422
1980-12-03,1143.4167136699698
1980-12-04,1143.949948243826
1980-12-05,1144.4176224727419
1980-12-06,1144.8326956993305
1980-12-07,1145.206011709406
1980-12-08,1145.5940944396102
1980-12-09,1145.8767713359507
1980-12-10,1146.1558111055267
1980-12-11,1146.366801043436
1980-12-12,1146.5787024055621
1980-12-13,1146.822710832734
1980-12-14,1147.0417087986664
1980-12-15,1147.1882710661753
1980-12-16,1147.3188211408797
1980-12-17,1147.4799233451683
1980-12-18,1147.6784218195744
1980-12-19,1147.8807694626464
1980-12-20,1148.1318319995055
1980-12-21,1148.3927547148244
1980-12-22,1148.6927573427024
1980-12-23,1149.0968867005645
1980-12-24,1149.4880125673342
1980-12-25,1149.890312146685
1980-12-26,1150.2923684351579
1980-12-27,1150.7427269008872
1980-12-28,1151.156182405008
1980-12-29,1151.564605069272
1980-12-30,1151.9266992441476
1980-12-31,1152.2965259161267
1981-01-01,1152.6718081936558
1981-01-02,1153.046854425646
1981-01-03,1153.5806541900063
1981-01-04,1154.1778828391275
1981-01-05,1154.724480376862
1981-01-06,1155.330901969
1981-01-07,1155.9410581302204
1981-01-08,1156.4538960423272
1981-01-09,1156.7805489372417
1981-01-10,1157.1286982251313
1981-01-11,1157.4114544493964
1981-01-12,1157.7024616059505
1981-01-13,1158.0198436028422
1981-01-14,1158.3309774154523
1981-01-15,1158.6204227000694
1981-01-16,1158.9094435127427
1981-01-17,1159.180209005661
1981-01-18,1159.471408445717
1981-01-19,1159.7486774566823
1981-01-20,1160.0161452871678
1981-01-21,1160.211697028607
1981-01-22,1160.3407133861301
1981-01-23,1160.4789019559275
1981-01-24,1160.5276228853143
1981-01-25,1160.5479988351506
1981-01-26,1160.6050582998241
1981-01-27,1160.6723426894873
1981-01-28,1160.7732759540759
1981-01-29,1160.7830177363894
1981-01-30,1160.8250284897997
1981-01-31,1160.7692689950381
1981-02-01,1160.7384385418295
1981-02-02,1160.6539710139361
1981-02-03,1160.4861802394914
1981-02-04,1160.3592169621563
1981-02-05,1160.278346982853
1981-02-06,1160.1653371561333
1981-02-07,1160.0165196395812
1981-02-08,1159.808974699988
1981-02-09,1159.52196533947
1981-02-10,1159.2071412593439
1981-02-11,1158.8918639887074
1981-02-12,1158.5976880147584
1981-02-13,1158.2498991262642
1981-02-14,1157.881064414542
1981-02-15,1157.6078242194374
1981-02-16,1157.4044660058928
1981-02-17,1157.1994689793187
1981-02-18,1157.0162946218463
1981-02-19,1156.850743930258
1981-02-20,1156.6821980749437
1981-02-21,1156.4304871888683
1981-02-22,1156.2353281636263
1981-02-23,1156.0314977537294
1981-02-24,1155.831292468332
1981-02-25,1155.632307200062
1981-02-26,1155.558784652285
1981-02-27,1155.4866054786623
1981-02-28,1155.4882126414134
1981-03-01,1155.452428139252
1981-03-02,1155.4081515621247
1981-03-03,1155.3852471775685
1981-03-04,1155.3895579683833
1981-03-05,1155.3860046090638
1981-03-06,1155.4831272131894
1981-03-07,1155.7109919260897
1981-03-08,1156.0535579308685
1981-03-09,1156.4300878229026
1981-03-10,1156.8382259049445
1981-03-11,1157.2508799410064
1981-03-12,1157.5792008063804
1981-03-13,1158.0461221688809
1981-03-14,1158.5857326199828
1981-03-15,1159.1319045130997
1981-03-16,1159.6824108728547
1981-03-17,1160.2983296611653
1981-03-18,1161.0716472658492
1981-03-19,1161.7497606561408
1981-03-20,1162.4074291115676
1981-03-21,1163.130808223524
1981-03-22,1163.9219791600747
1981-03-23,1164.7257444567713
1981-03-24,1165.5690821356288
1981-03-25,1166.5557693185053
1981-03-26,1167.6108368055277
1981-03-27,1168.6559757113155
1981-03-28,1169.7286148817523
1981-03-29,1170.6524201866703
1981-03-30,1171.5735692699493
1981-03-31,1172.4718612565023
1981-04-01,1173.3354718233468
1981-04-02,1174.2087677799202
1981-04-03,1175.026466140235
1981-04-04,1175.8979999546732
1981-04-05,1176.7771477338028
1981-04-06,1177.6748833406566
1981-04-07,1178.5298065456445
1981-04-08,1179.4947995603154
1981-04-09,1180.4288656460412
1981-04-10,1181.239516011706
1981-04-11,1182.0055934495404
1981-04-12,1182.7565358780537
1981-04-13,1183.4979388275437
1981-04-14,1184.20402994872
1981-04-15,1184.9515845639303
1981-04-16,1185.7495937581405
1981-04-17,1186.5959950288907
1981-04-18,1187.4737938369933
1981-04-19,1188.3940402679948
1981-04-20,1189.3014322802787
1981-04-21,1190.2267565868233
