Date,PITLCHNG Index_ratio_annual
1978-10-29,1145.4372623574145
1978-10-30,1143.0379746835445
1978-10-31,1140.644753476612
1978-11-01,1137.0942325874566
1978-11-02,1133.5637963544941
1978-11-03,1130.0532748354747
1978-11-04,1126.5624999999998
1978-11-05,1123.091305702711
1978-11-06,1119.6395276569297
1978-11-07,1116.2070034087385
1978-11-08,1112.7935723114954
1978-11-09,1109.3990755007703
1978-11-10,1106.023355869699
1978-11-11,1102.666258044744
1978-11-12,1099.327628361858
1978-11-13,1096.0073148430356
1978-11-14,1092.7051671732522
1978-11-15,1089.4210366777813
1978-11-16,1086.154776299879
1978-11-17,1082.9062405788363
1978-11-18,1079.6752856283827
1978-11-19,1076.4617691154424
1978-11-20,1073.2655502392345
1978-11-21,1070.0864897107065
1978-11-22,1066.924449732302
1978-11-23,1063.7792939780481
1978-11-24,1060.6508875739646
1978-11-25,1057.5390970787842
1978-11-26,1054.4437904649792
1978-11-27,1051.3648371000882
1978-11-28,1048.3021077283372
1978-11-29,1045.2554744525546
1978-11-30,1042.224810716366
1978-12-01,1040.1746724890827
1978-12-02,1038.1257275902212
1978-12-03,1036.0779749781784
1978-12-04,1034.0314136125655
1978-12-05,1031.9860424542019
1978-12-06,1029.9418604651166
1978-12-07,1027.898866608544
1978-12-08,1025.857059848925
1978-12-09,1023.8164391519024
1978-12-10,1021.7770034843207
1978-12-11,1019.7387518142237
1978-12-12,1017.7016831108533
1978-12-13,1015.6657963446476
1978-12-14,1013.6310904872388
1978-12-15,1011.5975645114528
1978-12-16,1009.5652173913045
1978-12-17,1007.5340481019995
1978-12-18,1005.5040556199306
1978-12-19,1003.475238922676
1978-12-20,1001.4475969889985
1978-12-21,999.4211287988423
1978-12-22,997.3958333333334
1978-12-23,995.3717095747758
1978-12-24,993.3487565066512
1978-12-25,991.3269731136169
1978-12-26,989.3063583815031
1978-12-27,987.286911297313
1978-12-28,985.2686308492201
1978-12-29,983.2515160265666
1978-12-30,981.2355658198613
1978-12-31,979.2207792207791
1979-01-01,979.2327660801845
1979-01-02,979.2447391179012
1979-01-03,979.2566983578218
1979-01-04,979.2686438237833
1979-01-05,979.2805755395681
1979-01-06,979.2924935289041
1979-01-07,979.3043978154641
1979-01-08,979.3162884228668
1979-01-09,979.3281653746768
1979-01-10,979.3400286944043
1979-01-11,979.3518784055059
1979-01-12,979.3637145313841
1979-01-13,979.3755370953877
1979-01-14,979.3873461208129
1979-01-15,979.3991416309009
1979-01-16,979.4109236488415
1979-01-17,979.4226921977704
1979-01-18,979.4344473007707
1979-01-19,979.4461889808734
1979-01-20,979.4579172610552
1979-01-21,979.4696321642427
1979-01-22,979.4813337133083
1979-01-23,979.4930219310733
1979-01-24,979.5046968403072
1979-01-25,979.5163584637265
1979-01-26,979.5280068239975
1979-01-27,979.5396419437335
1979-01-28,979.5512638454983
1979-01-29,979.5628725518022
1979-01-30,979.5744680851059
1979-01-31,979.5860504678195
1979-02-01,980.736543909348
1979-02-02,981.8850834984429
1979-02-03,983.0316742081446
1979-02-04,984.1763209946312
1979-02-05,985.3190287972895
1979-02-06,986.4598025387869
1979-02-07,987.5986471251408
1979-02-08,988.7355674457899
1979-02-09,989.8705683736636
1979-02-10,991.0036547652514
1979-02-11,992.1348314606741
1979-02-12,993.2641032837496
1979-02-13,994.391475042064
1979-02-14,995.5169515270386
1979-02-15,996.6405375139977
1979-02-16,997.7622377622378
1979-02-17,998.8820570150923
1979-02-18,1000.0
1979-02-19,1001.1160714285717
1979-02-20,1002.2302759966545
1979-02-21,1003.3426183844014
1979-02-22,1004.4531032563319
1979-02-23,1005.5617352614017
1979-02-24,1006.6685190330651
1979-02-25,1007.7734591893393
1979-02-26,1008.8765603328711
1979-02-27,1009.977827050998
1979-02-28,1011.0772639158129
1979-03-01,1011.6375727348297
1979-03-02,1012.1985029110066
1979-03-03,1012.7600554785022
1979-03-04,1013.322231473772
1979-03-05,1013.8850319355735
1979-03-06,1014.4484579049738
1979-03-07,1015.0125104253547
1979-03-08,1015.5771905424201
1979-03-09,1016.1424993042027
1979-03-10,1016.7084377610694
1979-03-11,1017.2750069657288
1979-03-12,1017.8422079732367
1979-03-13,1018.4100418410043
1979-03-14,1018.9785096288027
1979-03-15,1019.5476123987713
1979-03-16,1020.1173512154236
1979-03-17,1020.6877271456528
1979-03-18,1021.2587412587413
1979-03-19,1021.8303946263644
1979-03-20,1022.4026883225988
1979-03-21,1022.9756234239281
1979-03-22,1023.5492010092514
1979-03-23,1024.123422159888
1979-03-24,1024.6982879595846
1979-03-25,1025.2737994945242
1979-03-26,1025.8499578533294
1979-03-27,1026.4267641270733
1979-03-28,1027.0042194092825
1979-03-29,1027.582324795947
1979-03-30,1028.161081385525
1979-03-31,1028.7404902789517
1979-04-01,1027.87947057167
1979-04-02,1027.0194202082748
1979-04-03,1026.1603375527425
1979-04-04,1025.3022209727299
1979-04-05,1024.4450688395616
1979-04-06,1023.588879528222
1979-04-07,1022.7336514173446
1979-04-08,1021.8793828892003
1979-04-09,1021.0260723296884
1979-04-10,1020.1737181283271
1979-04-11,1019.3223186782411
1979-04-12,1018.4718723761544
1979-04-13,1017.6223776223776
1979-04-14,1016.7738328207989
1979-04-15,1015.9262363788766
1979-04-16,1015.0795867076233
1979-04-17,1014.2338822216017
1979-04-18,1013.3891213389119
1979-04-19,1012.545302481182
1979-04-20,1011.7024240735578
1979-04-21,1010.860484544695
1979-04-22,1010.0194823267462
1979-04-23,1009.1794158553544
1979-04-24,1008.3402835696412
1979-04-25,1007.5020839121975
1979-04-26,1006.6648153290752
1979-04-27,1005.828476269775
1979-04-28,1004.9930651872397
1979-04-29,1004.1585805378427
1979-04-30,1003.3250207813796
1979-05-01,1000.2770083102491
1979-05-02,997.2306840210464
1979-05-03,994.1860465116276
1979-05-04,991.1430943814004
1979-05-05,988.1018262313225
1979-05-06,985.0622406639001
1979-05-07,982.0243362831859
1979-05-08,978.9881116947748
1979-05-09,975.9535655058041
1979-05-10,972.9206963249517
1979-05-11,969.8895027624308
1979-05-12,966.8599834299915
1979-05-13,963.8321369409167
1979-05-14,960.8059619100192
1979-05-15,957.7814569536424
1979-05-16,954.7586206896551
1979-05-17,951.7374517374517
1979-05-18,948.7179487179488
1979-05-19,945.7001102535833
1979-05-20,942.6839349683108
1979-05-21,939.6694214876034
1979-05-22,936.6565684384468
1979-05-23,933.6453744493393
1979-05-24,930.6358381502891
1979-05-25,927.6279581728124
1979-05-26,924.6217331499312
1979-05-27,921.6171617161716
1979-05-28,918.6142425075611
1979-05-29,915.6129741616276
1979-05-30,912.613355317395
1979-05-31,909.6153846153846
1979-06-01,909.3406593406594
1979-06-02,909.065934065934
1979-06-03,908.7912087912088
1979-06-04,908.5164835164837
1979-06-05,908.2417582417582
1979-06-06,907.967032967033
1979-06-07,907.6923076923077
1979-06-08,907.4175824175825
1979-06-09,907.1428571428572
1979-06-10,906.868131868132
1979-06-11,906.5934065934066
1979-06-12,906.3186813186816
1979-06-13,906.0439560439561
1979-06-14,905.7692307692308
1979-06-15,905.4945054945055
1979-06-16,905.2197802197802
1979-06-17,904.9450549450548
1979-06-18,904.6703296703297
1979-06-19,904.3956043956046
1979-06-20,904.1208791208791
1979-06-21,903.8461538461538
1979-06-22,903.5714285714286
1979-06-23,903.2967032967033
1979-06-24,903.0219780219782
1979-06-25,902.7472527472528
1979-06-26,902.4725274725274
1979-06-27,902.197802197802
1979-06-28,901.9230769230769
1979-06-29,901.6483516483518
1979-06-30,901.3736263736264
1979-07-01,900.329489291598
1979-07-02,899.2864983534577
1979-07-03,898.2446516730663
1979-07-04,897.203947368421
1979-07-05,896.1643835616436
1979-07-06,895.12595837897
1979-07-07,894.0886699507388
1979-07-08,893.0525164113784
1979-07-09,892.0174958993986
1979-07-10,890.983606557377
1979-07-11,889.9508465319494
1979-07-12,888.919213973799
1979-07-13,887.8887070376428
1979-07-14,886.8593238822245
1979-07-15,885.8310626702996
1979-07-16,884.8039215686272
1979-07-17,883.7778987479587
1979-07-18,882.7529923830249
1979-07-19,881.7292006525282
1979-07-20,880.7065217391304
1979-07-21,879.6849538294404
1979-07-22,878.6644951140064
1979-07-23,877.6451437873033
1979-07-24,876.6268980477222
1979-07-25,875.6097560975609
1979-07-26,874.5937161430118
1979-07-27,873.5787763941523
1979-07-28,872.564935064935
1979-07-29,871.5521903731745
1979-07-30,870.5405405405405
1979-07-31,869.5299837925444
1979-08-01,870.6104808211776
1979-08-02,871.6909778498107
1979-08-03,872.771474878444
1979-08-04,873.8519719070773
1979-08-05,874.9324689357103
1979-08-06,876.0129659643434
1979-08-07,877.0934629929769
1979-08-08,878.1739600216099
1979-08-09,879.2544570502431
1979-08-10,880.3349540788763
1979-08-11,881.4154511075095
1979-08-12,882.4959481361428
1979-08-13,883.5764451647759
1979-08-14,884.6569421934091
1979-08-15,885.7374392220422
1979-08-16,886.8179362506754
1979-08-17,887.8984332793086
1979-08-18,888.9789303079416
1979-08-19,890.0594273365749
1979-08-20,891.139924365208
1979-08-21,892.2204213938411
1979-08-22,893.3009184224744
1979-08-23,894.3814154511074
1979-08-24,895.4619124797408
1979-08-25,896.5424095083738
1979-08-26,897.6229065370071
1979-08-27,898.7034035656404
1979-08-28,899.7839005942735
1979-08-29,900.8643976229066
1979-08-30,901.9448946515398
1979-08-31,903.025391680173
1979-09-01,903.025391680173
1979-09-02,903.025391680173
1979-09-03,903.025391680173
1979-09-04,903.025391680173
1979-09-05,903.025391680173
1979-09-06,903.025391680173
1979-09-07,903.025391680173
1979-09-08,903.025391680173
1979-09-09,903.025391680173
1979-09-10,903.0253916801728
1979-09-11,903.025391680173
1979-09-12,903.025391680173
1979-09-13,903.0253916801728
1979-09-14,903.0253916801728
1979-09-15,903.0253916801728
1979-09-16,903.025391680173
1979-09-17,903.0253916801726
1979-09-18,903.0253916801728
1979-09-19,903.0253916801728
1979-09-20,903.0253916801728
1979-09-21,903.0253916801728
1979-09-22,903.0253916801728
1979-09-23,903.0253916801728
1979-09-24,903.025391680173
1979-09-25,903.025391680173
1979-09-26,903.0253916801728
1979-09-27,903.0253916801728
1979-09-28,903.0253916801728
1979-09-29,903.025391680173
1979-09-30,903.0253916801728
1979-10-01,904.2984590429846
1979-10-02,905.573593073593
1979-10-03,906.8507988085568
1979-10-04,908.1300813008127
1979-10-05,909.4114456197451
1979-10-06,910.6948968512487
1979-10-07,911.9804400977995
1979-10-08,913.2680804785208
1979-10-09,914.5578231292517
1979-10-10,915.8496732026146
1979-10-11,917.1436358680838
1979-10-12,918.4397163120568
1979-10-13,919.7379197379199
1979-10-14,921.0382513661201
1979-10-15,922.3407164342358
1979-10-16,923.6453201970443
1979-10-17,924.9520679265954
1979-10-18,926.2609649122809
1979-10-19,927.5720164609055
1979-10-20,928.8852278967601
1979-10-21,930.2006045616928
1979-10-22,931.5181518151816
1979-10-23,932.8378750344065
1979-10-24,934.159779614325
1979-10-25,935.483870967742
1979-10-26,936.8101545253865
1979-10-27,938.1386357359845
1979-10-28,939.469320066335
1979-10-29,940.802213001383
1979-10-30,942.1373200442968
1979-10-31,943.4746467165419
1979-11-01,942.9046563192906
1979-11-02,942.3343498752423
1979-11-03,941.7637271214643
1979-11-04,941.1927877947296
1979-11-05,940.6215316315205
1979-11-06,940.0499583680266
1979-11-07,939.4780677401445
1979-11-08,938.9058594834771
1979-11-09,938.3333333333335
1979-11-10,937.7604890247292
1979-11-11,937.1873262923849
1979-11-12,936.6138448707256
1979-11-13,936.0400444938821
1979-11-14,935.4659248956884
1979-11-15,934.8914858096828
1979-11-16,934.3167269691069
1979-11-17,933.741648106904
1979-11-18,933.1662489557226
1979-11-19,932.590529247911
1979-11-20,932.0144887155195
1979-11-21,931.4381270903011
1979-11-22,930.8614441037078
1979-11-23,930.2844394868935
1979-11-24,929.7071129707113
1979-11-25,929.1294642857143
1979-11-26,928.5514931621544
1979-11-27,927.973199329983
1979-11-28,927.3945825188495
1979-11-29,926.8156424581007
1979-11-30,926.2363788767811
1979-12-01,928.6314021830397
1979-12-02,931.0344827586207
1979-12-03,933.4456613310866
1979-12-04,935.8649789029536
1979-12-05,938.2924767540152
1979-12-06,940.7281964436914
1979-12-07,943.172179813401
1979-12-08,945.624468988955
1979-12-09,948.0851063829788
1979-12-10,950.5541346973571
1979-12-11,953.0315969257042
1979-12-12,955.5175363558594
1979-12-13,958.0119965724077
1979-12-14,960.5150214592272
1979-12-15,963.0266552020635
1979-12-16,965.546942291128
1979-12-17,968.075927523727
1979-12-18,970.6136560069141
1979-12-19,973.1601731601729
1979-12-20,975.7155247181265
1979-12-21,978.2797567332751
1979-12-22,980.8529155787642
1979-12-23,983.435047951177
1979-12-24,986.0262008733623
1979-12-25,988.6264216972877
1979-12-26,991.2357581069234
1979-12-27,993.8542581211586
1979-12-28,996.4819700967455
1979-12-29,999.1189427312773
1979-12-30,1001.7652250661957
1979-12-31,1004.4208664898316
1980-01-01,1003.8291605301913
1980-01-02,1003.2381513099791
1980-01-03,1002.6478375992936
1980-01-04,1002.0582181711259
1980-01-05,1001.4692918013515
1980-01-06,1000.8810572687223
1980-01-07,1000.2935133548573
1980-01-08,999.7066588442356
1980-01-09,999.1204925241861
1980-01-10,998.5350131848811
1980-01-11,997.9502196193264
1980-01-12,997.3661106233538
1980-01-13,996.7826849956128
1980-01-14,996.199941537562
1980-01-15,995.6178790534618
1980-01-16,995.0364963503648
1980-01-17,994.455792238109
1980-01-18,993.8757655293088
1980-01-19,993.2964150393469
1980-01-20,992.7177395863675
1980-01-21,992.1397379912662
1980-01-22,991.5624090776839
1980-01-23,990.9857516719975
1980-01-24,990.4097646033129
1980-01-25,989.8344467034563
1980-01-26,989.2597968069665
1980-01-27,988.685813751088
1980-01-28,988.112496375761
1980-01-29,987.5398435236162
1980-01-30,986.9678540399652
1980-01-31,986.3965267727929
1980-02-01,985.2686308492198
1980-02-02,984.1452868261747
1980-02-03,983.0264672036824
1980-02-04,981.9121447028424
1980-02-05,980.8022922636104
1980-02-06,979.696883042608
1980-02-07,978.5958904109589
1980-02-08,977.4992879521504
1980-02-09,976.4070494599201
1980-02-10,975.3191489361703
1980-02-11,974.2355605889014
1980-02-12,973.1562588301779
1980-02-13,972.0812182741116
1980-02-14,971.0104137348717
1980-02-15,969.9438202247189
1980-02-16,968.8814129520605
1980-02-17,967.8231673195298
1980-02-18,966.7690589220887
1980-02-19,965.7190635451503
1980-02-20,964.6731571627259
1980-02-21,963.6313159355913
1980-02-22,962.593516209476
1980-02-23,961.5597345132741
1980-02-24,960.5299475572727
1980-02-25,959.504132231405
1980-02-26,958.4822656035193
1980-02-27,957.4643249176728
1980-02-28,956.4502875924403
1980-02-29,957.1148259403441
1980-03-01,956.2953783153953
1980-03-02,955.4759306904461
1980-03-03,954.6564830654974
1980-03-04,953.8370354405481
1980-03-05,953.0175878155993
1980-03-06,952.1981401906502
1980-03-07,951.3786925657014
1980-03-08,950.5592449407525
1980-03-09,949.7397973158037
1980-03-10,948.9203496908548
1980-03-11,948.1009020659056
1980-03-12,947.2814544409568
1980-03-13,946.4620068160077
1980-03-14,945.6425591910589
1980-03-15,944.82311156611
1980-03-16,944.0036639411609
1980-03-17,943.1842163162122
1980-03-18,942.3647686912631
1980-03-19,941.5453210663144
1980-03-20,940.7258734413656
1980-03-21,939.9064258164166
1980-03-22,939.0869781914677
1980-03-23,938.2675305665186
1980-03-24,937.4480829415696
1980-03-25,936.6286353166208
1980-03-26,935.8091876916719
1980-03-27,934.989740066723
1980-03-28,934.170292441774
1980-03-29,933.3508448168251
1980-03-30,932.5313971918763
1980-03-31,931.7119495669272
1980-04-01,930.3278688524587
1980-04-02,928.9430295297608
1980-04-03,927.5574309749782
1980-04-04,926.1710725635709
1980-04-05,924.7839536703145
1980-04-06,923.3960736692977
1980-04-07,922.0074319339225
1980-04-08,920.6180278369025
1980-04-09,919.2278607502632
1980-04-10,917.8369300453397
1980-04-11,916.4452350927761
1980-04-12,915.0527752625247
1980-04-13,913.6595499238456
1980-04-14,912.2655584453049
1980-04-15,910.8708001947736
1980-04-16,909.4752745394277
1980-04-17,908.0789808457465
1980-04-18,906.6819184795116
1980-04-19,905.2840868058063
1980-04-20,903.8854851890144
1980-04-21,902.4861129928195
1980-04-22,901.0859695802031
1980-04-23,899.6850543134456
1980-04-24,898.2833665541228
1980-04-25,896.8809056631071
1980-04-26,895.4776710005654
1980-04-27,894.0736619259583
1980-04-28,892.6688777980389
1980-04-29,891.2633179748533
1980-04-30,889.8569818137369
1980-05-01,891.4927521099012
1980-05-02,893.1376074951861
1980-05-03,894.7916238684143
1980-05-04,896.4548779762041
1980-05-05,898.1274474248387
1980-05-06,899.8094106923365
1980-05-07,901.5008471407269
1980-05-08,903.2018370285323
1980-05-09,904.912461523462
1980-05-10,906.6328027153241
1980-05-11,908.3629436291561
1980-05-12,910.102968238583
1980-05-13,911.8529614794012
1980-05-14,913.6130092634019
1980-05-15,915.3831984924267
1980-05-16,917.1636170726739
1980-05-17,918.9543539292481
1980-05-18,920.7554990209668
1980-05-19,922.5671433554237
1980-05-20,924.3893790043176
1980-05-21,926.2222991190506
1980-05-22,928.065997946602
1980-05-23,929.9205708456808
1980-05-24,931.7861143031694
1980-05-25,933.6627259508537
1980-05-26,935.5505045824573
1980-05-27,937.449550170979
1980-05-28,939.3599638863402
1980-05-29,941.2818481133514
1980-05-30,943.2153064700043
1980-05-31,945.1604438260936
1980-06-01,944.8434120812904
1980-06-02,944.5261887186297
1980-06-03,944.2087735643346
1980-06-04,943.8911664444188
1980-06-05,943.5733671846848
1980-06-06,943.2553756107238
1980-06-07,942.9371915479167
1980-06-08,942.6188148214321
1980-06-09,942.300245256228
1980-06-10,941.9814826770491
1980-06-11,941.6625269084285
1980-06-12,941.3433777746856
1980-06-13,941.0240350999279
1980-06-14,940.704498708049
1980-06-15,940.3847684227278
1980-06-16,940.0648440674312
1980-06-17,939.7447254654098
1980-06-18,939.4244124397006
1980-06-19,939.1039048131253
1980-06-20,938.7832024082899
1980-06-21,938.4623050475859
1980-06-22,938.141212553187
1980-06-23,937.8199247470517
1980-06-24,937.4984414509219
1980-06-25,937.1767624863219
1980-06-26,936.8548876745598
1980-06-27,936.5328168367245
1980-06-28,936.2105497936877
1980-06-29,935.8880863661035
1980-06-30,935.5654263744058
1980-07-01,936.1360670736279
1980-07-02,936.707404313221
1980-07-03,937.2794393692902
1980-07-04,937.8521735210588
1980-07-05,938.4256080508791
1980-07-06,938.9997442442416
1980-07-07,939.5745833897843
1980-07-08,940.1501267793035
1980-07-09,940.7263757077612
1980-07-10,941.3033314732983
1980-07-11,941.8809953772402
1980-07-12,942.4593687241098
1980-07-13,943.0384528216364
1980-07-14,943.6182489807642
1980-07-15,944.1987585156646
1980-07-16,944.7799827437444
1980-07-17,945.3619229856561
1980-07-18,945.9445805653085
1980-07-19,946.5279568098755
1980-07-20,947.1120530498073
1980-07-21,947.6968706188409
1980-07-22,948.2824108540086
1980-07-23,948.8686750956495
1980-07-24,949.4556646874192
1980-07-25,950.0433809763
1980-07-26,950.6318253126126
1980-07-27,951.2209990500237
1980-07-28,951.8109035455584
1980-07-29,952.4015401596108
1980-07-30,952.9929102559532
1980-07-31,953.5850152017478
1980-08-01,952.7109623623919
1980-08-02,951.8390763723435
1980-08-03,950.9693491838797
1980-08-04,950.101772789081
1980-08-05,949.2363392195865
1980-08-06,948.373040546347
1980-08-07,947.5118688793859
1980-08-08,946.6528163675575
1980-08-09,945.7958751983078
1980-08-10,944.9410375974392
1980-08-11,944.0882958288744
1980-08-12,943.2376421944231
1980-08-13,942.3890690335501
1980-08-14,941.5425687231468
1980-08-15,940.6981336773007
1980-08-16,939.8557563470702
1980-08-17,939.0154292202598
1980-08-18,938.1771448211962
1980-08-19,937.3408957105067
1980-08-20,936.5066744848992
1980-08-21,935.6744737769438
1980-08-22,934.8442862548559
1980-08-23,934.0161046222804
1980-08-24,933.1899216180796
1980-08-25,932.3657300161185
1980-08-26,931.5435226250554
1980-08-27,930.7232922881338
1980-08-28,929.9050318829734
1980-08-29,929.0887343213637
1980-08-30,928.2743925490599
1980-08-31,927.4619995455798
1980-09-01,928.0586299730778
1980-09-02,928.6552604005756
1980-09-03,929.2518908280737
1980-09-04,929.8485212555715
1980-09-05,930.4451516830696
1980-09-06,931.0417821105674
1980-09-07,931.6384125380654
1980-09-08,932.2350429655633
1980-09-09,932.8316733930614
1980-09-10,933.4283038205593
1980-09-11,934.0249342480572
1980-09-12,934.6215646755553
1980-09-13,935.2181951030533
1980-09-14,935.8148255305515
1980-09-15,936.4114559580494
1980-09-16,937.0080863855469
1980-09-17,937.6047168130452
1980-09-18,938.2013472405432
1980-09-19,938.7979776680412
1980-09-20,939.3946080955392
1980-09-21,939.9912385230368
1980-09-22,940.5878689505348
1980-09-23,941.1844993780327
1980-09-24,941.7811298055308
1980-09-25,942.3777602330288
1980-09-26,942.9743906605266
1980-09-27,943.5710210880246
1980-09-28,944.1676515155226
1980-09-29,944.7642819430206
1980-09-30,945.3609123705185
1980-10-01,946.5844952502302
1980-10-02,947.806615825933
1980-10-03,949.0272767174604
1980-10-04,950.2464805383922
1980-10-05,951.4642298960719
1980-10-06,952.6805273916262
1980-10-07,953.8953756199832
1980-10-08,955.1087771698899
1980-10-09,956.3207346239324
1980-10-10,957.5312505585532
1980-10-11,958.7403275440687
1980-10-12,959.947968144689
1980-10-13,961.154174918535
1980-10-14,962.3589504176574
1980-10-15,963.5622971880521
1980-10-16,964.7642177696819
1980-10-17,965.9647146964921
1980-10-18,967.163790496428
1980-10-19,968.3614476914545
1980-10-20,969.5576887975717
1980-10-21,970.7525163248337
1980-10-22,971.9459327773661
1980-10-23,973.1379406533837
1980-10-24,974.3285424452059
1980-10-25,975.517740639278
1980-10-26,976.7055377161846
1980-10-27,977.8919361506694
1980-10-28,979.076938411651
1980-10-29,980.26054696224
1980-10-30,981.4427642597578
1980-10-31,982.6235927557511
1980-11-01,986.4215199673606
1980-11-02,990.2261513752838
1980-11-03,994.0375047468251
1980-11-04,997.8555979121269
1980-11-05,1001.680448764447
1980-11-06,1005.5120752604381
1980-11-07,1009.3504954204288
1980-11-08,1013.1957273287073
1980-11-09,1017.0477891338037
1980-11-10,1020.9066990487754
1980-11-11,1024.772475351496
1980-11-12,1028.6451363849433
1980-11-13,1032.5247005574872
1980-11-14,1036.411186343185
1980-11-15,1040.3046122820713
1980-11-16,1044.204996980455
1980-11-17,1048.1123591112153
1980-11-18,1052.0267174140986
1980-11-19,1055.9480906960193
1980-11-20,1059.8764978313607
1980-11-21,1063.811957762277
1980-11-22,1067.7544894989992
1980-11-23,1071.7041121201398
1980-11-24,1075.6608447730018
1980-11-25,1079.624706673887
1980-11-26,1083.5957171084076
1980-11-27,1087.573895431799
1980-11-28,1091.5592610692347
1980-11-29,1095.5518335161412
1980-11-30,1099.5516323385173
1980-12-01,1098.8580256063133
1980-12-02,1098.1656720028036
1980-12-03,1097.4745681350403
1980-12-04,1096.784710622313
1980-12-05,1096.0960960960956
1980-12-06,1095.4087211999886
1980-12-07,1094.7225825896658
1980-12-08,1094.0376769328204
1980-12-09,1093.3540009091114
1980-12-10,1092.6715512101086
1980-12-11,1091.9903245392404
1980-12-12,1091.3103176117395
1980-12-13,1090.631527154592
1980-12-14,1089.9539499064833
1980-12-15,1089.2775826177462
1980-12-16,1088.6024220503095
1980-12-17,1087.9284649776453
1980-12-18,1087.2557081847183
1980-12-19,1086.5841484679358
1980-12-20,1085.9137826350939
1980-12-21,1085.24460750533
1980-12-22,1084.5766199090701
1980-12-23,1083.9098166879817
1980-12-24,1083.2441946949198
1980-12-25,1082.5797507938807
1980-12-26,1081.9164818599527
1980-12-27,1081.2543847792645
1980-12-28,1080.5934564489394
1980-12-29,1079.9336937770452
1980-12-30,1079.2750936825462
1980-12-31,1078.6176530952564
1981-01-01,1078.6176530952564
1981-01-02,1078.6176530952564
1981-01-03,1078.6176530952564
1981-01-04,1078.6176530952564
1981-01-05,1078.6176530952564
1981-01-06,1078.6176530952564
1981-01-07,1078.6176530952564
1981-01-08,1078.6176530952564
1981-01-09,1078.6176530952564
1981-01-10,1078.6176530952564
1981-01-11,1078.6176530952564
1981-01-12,1078.6176530952562
1981-01-13,1078.6176530952562
1981-01-14,1078.6176530952562
1981-01-15,1078.6176530952566
1981-01-16,1078.6176530952564
1981-01-17,1078.6176530952566
1981-01-18,1078.6176530952564
1981-01-19,1078.6176530952566
1981-01-20,1078.6176530952566
1981-01-21,1078.6176530952564
1981-01-22,1078.6176530952566
1981-01-23,1078.6176530952564
1981-01-24,1078.6176530952566
1981-01-25,1078.6176530952566
1981-01-26,1078.6176530952564
1981-01-27,1078.6176530952566
1981-01-28,1078.6176530952564
1981-01-29,1078.6176530952566
1981-01-30,1078.6176530952564
1981-01-31,1078.6176530952564
1981-02-01,1075.6224237559936
1981-02-02,1072.6324584401739
1981-02-03,1069.6477432829424
1981-02-04,1066.6682644680918
1981-02-05,1063.694008227851
1981-02-06,1060.724960842672
1981-02-07,1057.761108641019
1981-02-08,1054.802437999159
1981-02-09,1051.8489353409532
1981-02-10,1048.9005871376482
1981-02-11,1045.9573799076707
1981-02-12,1043.0193002164212
1981-02-13,1040.0863346760705
1981-02-14,1037.1584699453551
1981-02-15,1034.235692729376
1981-02-16,1031.3179897793966
1981-02-17,1028.405347892644
1981-02-18,1025.4977539121073
1981-02-19,1022.595194726342
1981-02-20,1019.6976572692722
1981-02-21,1016.805128519993
1981-02-22,1013.9175955025781
1981-02-23,1011.0350452858834
1981-02-24,1008.1574649833553
1981-02-25,1005.2848417528385
1981-02-26,1002.4171627963846
1981-02-27,999.5544153600619
1981-02-28,996.6965867337676
1981-03-01,996.4385909309667
1981-03-02,997.5798303531569
1981-03-03,998.723028984655
1981-03-04,999.8681918749708
1981-03-05,1001.0153240909787
1981-03-06,1002.1644307169975
1981-03-07,1003.3155168548608
1981-03-08,1004.4685876239964
1981-03-09,1005.6236481614998
1981-03-10,1006.7807036222113
1981-03-11,1007.9397591787928
1981-03-12,1009.1008200218042
1981-03-13,1010.2638913597823
1981-03-14,1011.428978419316
1981-03-15,1012.5960864451285
1981-03-16,1013.7652207001523
1981-03-17,1014.9363864656106
1981-03-18,1016.1095890410961
1981-03-19,1017.28483374465
1981-03-20,1018.4621259128443
1981-03-21,1019.6414709008611
1981-03-22,1020.8228740825742
1981-03-23,1022.0063408506311
1981-03-24,1023.1918766165344
1981-03-25,1024.3794868107238
1981-03-26,1025.569176882662
1981-03-27,1026.7609523009137
1981-03-28,1027.9548185532324
1981-03-29,1029.150781146644
1981-03-30,1030.3488456075306
1981-03-31,1031.5490174817173
1981-04-01,1034.839176875264
1981-04-02,1038.1409520124776
1981-04-03,1041.4544045153398
1981-04-04,1044.7795964424818
1981-04-05,1048.1165902930559
1981-04-06,1051.4654490106545
1981-04-07,1054.826235987265
1981-04-08,1058.199015067271
1981-04-09,1061.5838505514953
1981-04-10,1064.9808072012852
1981-04-11,1068.3899502426439
1981-04-12,1071.8113453704043
1981-04-13,1075.2450587524506
1981-04-14,1078.691157033981
1981-04-15,1082.1497073418222
1981-04-16,1085.620777288787
1981-04-17,1089.1044349780798
1981-04-18,1092.6007490077513
1981-04-19,1096.1097884752016
1981-04-20,1099.6316229817307
1981-04-21,1103.1663226371425
1981-04-22,1106.7139580643948
1981-04-23,1110.2746004043042
1981-04-24,1113.8483213203012
1981-04-25,1117.4351930032387
1981-04-26,1121.0352881762515
1981-04-27,1124.6486800996722
1981-04-28,1128.2754425760015
1981-04-29,1131.9156499549301
1981-04-30,1135.5693771384235
1981-05-01,1137.246015175434
1981-05-02,1138.925772539025
1981-05-03,1140.6086579423993
1981-05-04,1142.2946801312412
